type,count,id,type_key,type_lbl,type_lvl
TREG,1,22417842,TREG,Treg,2.0
TH,1,22415751,TH,Th,2.0
TUMORTARGETED,1,22354001,,,
TH1,1,22331489,TH1,Th1,1.0
TREG,2,22331026,TREG,Treg,2.0
TH17,1,22331026,TH17,Th17,1.0
T,1,22211994,,,
TREG,1,22211994,TREG,Treg,2.0
TREG,1,21834749,TREG,Treg,2.0
T,1,21815944,,,
TREGS,1,22593175,TREG,Treg,2.0
TH1,1,22564619,TH1,Th1,1.0
TREG,1,22564619,TREG,Treg,2.0
CD4;T,2,22558995,,,
TREG,1,22549946,TREG,Treg,2.0
T,1,22549246,,,
THELPER1,1,22549246,,,
TFH,1,22549246,TFH,Tfh,2.0
T,1,22548790,,,
TREG,1,22548790,TREG,Treg,2.0
T,2,22522654,,,
TH17,1,22522654,TH17,Th17,1.0
TREG,1,22522654,TREG,Treg,2.0
TFR,1,22522654,TFREG,Follicular Treg,1.0
T,1,22500839,,,
TFH,1,22500839,TFH,Tfh,2.0
T,1,22500837,,,
TFH,1,22500837,TFH,Tfh,2.0
TREG,3,22490442,TREG,Treg,2.0
T,1,22490442,,,
CONAT,1,22484292,,,
TFH,1,22450810,TFH,Tfh,2.0
T,1,22438251,,,
TREG,1,22438251,TREG,Treg,2.0
TREG,1,22427677,TREG,Treg,2.0
TREG,1,22406925,TREG,Treg,2.0
TREG,1,22403259,TREG,Treg,2.0
T,1,22399513,,,
TREG,1,22399513,TREG,Treg,2.0
TH1,2,22354319,TH1,Th1,1.0
ΓΔT,3,22297643,γδT,γδT,2.0
TREG,1,22265157,TREG,Treg,2.0
THELPER,2,22229652,TH,Th,2.0
TFR,1,22015774,TFREG,Follicular Treg,1.0
TFH,1,22015774,TFH,Tfh,2.0
TR,2,22004905,,,
T,1,22004905,,,
TH17,1,22824743,TH17,Th17,1.0
TH,1,22533731,TH,Th,2.0
TH1,1,22533731,TH1,Th1,1.0
GDT,1,22532985,,,
TREG,1,22482417,TREG,Treg,2.0
TREG,1,22460149,TREG,Treg,2.0
TH17,1,22466287,TH17,Th17,1.0
THELPER,1,22455490,TH,Th,2.0
TAL6EXPRESSING,1,22421941,,,
TREG,1,22407917,TREG,Treg,2.0
T.,1,22392054,,,
T,1,22387553,,,
TH1,1,22380579,TH1,Th1,1.0
THELPER,1,22354924,TH,Th,2.0
TREG,1,22342871,TREG,Treg,2.0
CD4T,1,22342871,,,
TREG,1,22318202,TREG,Treg,2.0
T,1,22305714,,,
TREG,1,22305714,TREG,Treg,2.0
TGFΒ,1,22280235,,,
TH9,1,22277204,TH9,Th9,1.0
TREG,1,22273594,TREG,Treg,2.0
T,1,22234690,,,
TREG,1,22234690,TREG,Treg,2.0
T,1,22224925,,,
TREG,1,22224925,TREG,Treg,2.0
TH17,1,22219138,TH17,Th17,1.0
TCR,1,22182481,,,
TREG,1,22158072,TREG,Treg,2.0
TREG,1,22118340,TREG,Treg,2.0
TREG,1,22108452,TREG,Treg,2.0
TREG,1,22083420,TREG,Treg,2.0
TOLEROGENIC,1,21904923,,,
TH1,1,21221592,TH1,Th1,1.0
T,1,20825978,,,
TH,1,22974465,TH,Th,2.0
T,1,22974465,,,
TREG,1,22824744,TREG,Treg,2.0
TH,1,22510470,TH,Th,2.0
T,1,22489829,,,
TREG,1,22489829,TREG,Treg,2.0
T,1,22427637,,,
TFH,1,22427637,TFH,Tfh,2.0
TGFΒ1SILENCED,1,22421944,,,
T,1,22403255,,,
TFH,1,22403255,TFH,Tfh,2.0
TH1/TH17,1,22385240,TH1,Th1,1.0
T,2,22319016,,,
TREG,1,22319016,TREG,Treg,2.0
TH17/TREG,1,22155622,TH17,Th17,1.0
TH2,1,22112437,TH2,Th2,1.0
T,2,22112044,,,
TREG,1,22112044,TREG,Treg,2.0
T,1,22108602,,,
T,1,22000661,,,
TREG,1,22000661,TREG,Treg,2.0
TH17,4,21767239,TH17,Th17,1.0
T,1,21633954,,,
T,1,21243492,,,
TREG,1,21243492,TREG,Treg,2.0
TREG,1,22675860,TREG,Treg,2.0
TREG,1,22507356,TREG,Treg,2.0
TREG,1,22426168,TREG,Treg,2.0
T,1,22345399,,,
NKT,1,22345399,NKT,Natural Killer T,1.0
TREG,1,22285846,TREG,Treg,2.0
TH1,1,22285206,TH1,Th1,1.0
T,1,22260624,,,
TREG,1,22260624,TREG,Treg,2.0
T,1,22223728,,,
TREG,1,22223728,TREG,Treg,2.0
TH17,1,22207130,TH17,Th17,1.0
T,1,22193988,,,
TREG,1,22193988,TREG,Treg,2.0
T,1,22192086,,,
TREG,1,22192086,TREG,Treg,2.0
T,1,22188745,,,
TFH,1,22188745,TFH,Tfh,2.0
TH1,2,22138514,TH1,Th1,1.0
T,1,22052061,,,
T,1,21917055,,,
TREG,1,21915801,TREG,Treg,2.0
TREG,1,21904385,TREG,Treg,2.0
ΓΔT,1,21704108,γδT,γδT,2.0
TREG,1,21544672,TREG,Treg,2.0
TIL,1,22453018,,,
T,3,22451731,,,
TREGS,1,22422991,TREG,Treg,2.0
TREG,1,22399623,TREG,Treg,2.0
TH1,1,22390492,TH1,Th1,1.0
TREG,1,22370101,TREG,Treg,2.0
T,1,22327882,,,
TREG,1,22327882,TREG,Treg,2.0
TREG,1,22310378,TREG,Treg,2.0
T,1,22294730,,,
TREG,1,22294730,TREG,Treg,2.0
FAST,1,22288588,,,
TREG,2,22282655,TREG,Treg,2.0
TREG,1,22265970,TREG,Treg,2.0
TH17,5,22245119,TH17,Th17,1.0
TREG,1,22240298,TREG,Treg,2.0
TOLEROGENIC,1,22225835,,,
TREG,1,22205730,TREG,Treg,2.0
T,2,22192331,,,
TH1,1,22192331,TH1,Th1,1.0
TR1,1,22192331,TREG1,Type 1 Treg,1.0
TREG,1,22187950,TREG,Treg,2.0
TREG,1,22158548,TREG,Treg,2.0
TEFF,1,22081907,TEFF,Effector,2.0
T,1,22075762,,,
TH,1,21984439,TH,Th,2.0
TREG,1,21913024,TREG,Treg,2.0
TREG,1,22585852,TREG,Treg,2.0
TREG,1,22574589,TREG,Treg,2.0
TREG,2,22343569,TREG,Treg,2.0
T,1,22343569,,,
T,2,22326580,,,
TREG,1,22326580,TREG,Treg,2.0
TH,1,22326580,TH,Th,2.0
TREG,2,22322317,TREG,Treg,2.0
T,1,22322317,,,
TREG,2,22294241,TREG,Treg,2.0
T,1,22286447,,,
T,1,22264504,,,
TREG,1,22264504,TREG,Treg,2.0
TREG,1,22261543,TREG,Treg,2.0
TH1,1,22246629,TH1,Th1,1.0
TH17,3,22236005,TH17,Th17,1.0
TREG,1,22228716,TREG,Treg,2.0
TREGULATORY,1,22228716,TREG,Treg,2.0
TFH,1,22209178,TFH,Tfh,2.0
T,1,22190180,,,
TREG,1,22190180,TREG,Treg,2.0
TH17,2,22184726,TH17,Th17,1.0
T,2,22177689,,,
TFH,1,22177689,TFH,Tfh,2.0
TREG,1,22177689,TREG,Treg,2.0
TR1,1,22177689,TREG1,Type 1 Treg,1.0
TREG,1,22172550,TREG,Treg,2.0
TREG,1,22172276,TREG,Treg,2.0
TREG,1,22170955,TREG,Treg,2.0
TREG,1,22154724,TREG,Treg,2.0
INKT,2,22122798,NKT,Natural Killer T,1.0
VΓ9VΔ2T,1,22122798,γδT-Vγ9Vδ2,γδT-Vγ9Vδ2,1.0
TREG,1,22116888,TREG,Treg,2.0
T,1,22107826,,,
TREG,1,22107826,TREG,Treg,2.0
TH2,1,22106101,TH2,Th2,1.0
T,1,22078574,,,
TREG,1,22078574,TREG,Treg,2.0
TREG,1,22020806,TREG,Treg,2.0
T,1,22009001,,,
TH2,1,22009001,TH2,Th2,1.0
TREG,1,21982068,TREG,Treg,2.0
TREG,1,21964948,TREG,Treg,2.0
T,1,21964948,,,
TH17/TH1,1,21964948,TH17,Th17,1.0
TREG/TH17,1,21964948,TREG17,Type 17 Treg,1.0
T,1,21915712,,,
TREG,1,21915712,TREG,Treg,2.0
TH1,1,21697956,TH1,Th1,1.0
TH17,1,21592230,TH17,Th17,1.0
THELPER,1,21592230,TH,Th,2.0
TH17,2,22490966,TH17,Th17,1.0
TH17,1,22391200,TH17,Th17,1.0
TH17,1,22326581,TH17,Th17,1.0
TFH,1,22250083,TFH,Tfh,2.0
TIA1,1,22243776,,,
TOLDC,1,22227722,,,
TOLEROGENIC,1,22227722,,,
TREG,1,22219224,TREG,Treg,2.0
TREG,1,22210373,TREG,Treg,2.0
TREG,1,22158907,TREG,Treg,2.0
TREG,1,22156513,TREG,Treg,2.0
TCCR7,1,22142823,,,
TREG,1,22142823,TREG,Treg,2.0
TREG,2,22101351,TREG,Treg,2.0
T,1,22101351,,,
TREG,1,22098165,TREG,Treg,2.0
T,1,22033729,,,
NKT,1,22033729,NKT,Natural Killer T,1.0
TREG,1,21955298,TREG,Treg,2.0
T,1,21922455,,,
TREG,1,21922455,TREG,Treg,2.0
TREGULATORY,1,21922455,TREG,Treg,2.0
T,1,21598072,,,
TRICHOSANTHINSTIMULATED,1,23397671,,,
TIL,1,23317279,,,
T,2,23300563,,,
TIL,1,23284752,,,
CD4T,2,23272135,,,
TREG,1,23272135,TREG,Treg,2.0
TREG,1,23226546,TREG,Treg,2.0
T,1,23226546,,,
TH,1,23226546,TH,Th,2.0
TH17,1,23226546,TH17,Th17,1.0
TREG/TH17,1,23226546,TREG17,Type 17 Treg,1.0
T,1,23209626,,,
TREG,1,23209626,TREG,Treg,2.0
TREG,1,23207161,TREG,Treg,2.0
TREG,1,23124084,TREG,Treg,2.0
T,1,23118856,,,
TREG,1,23118856,TREG,Treg,2.0
TFH,1,23091555,TFH,Tfh,2.0
TREG,1,23082146,TREG,Treg,2.0
TIL,1,23071764,,,
CD4T,1,23056446,,,
TREG,2,23029447,TREG,Treg,2.0
TCONV,2,23029447,TCONV,Non-regulatory T Cell,3.0
TH17,1,22933072,TH17,Th17,1.0
TREG,1,22912740,TREG,Treg,2.0
T,1,22906277,,,
TREG,1,22906277,TREG,Treg,2.0
T1,1,22876723,,,
TEM,1,22848688,TEM,Effector Memory,2.0
TH1,1,22848688,TH1,Th1,1.0
TREG,1,22815858,TREG,Treg,2.0
TEFF,1,22815858,TEFF,Effector,2.0
TH17,1,22761634,TH17,Th17,1.0
TREG,1,22761634,TREG,Treg,2.0
T,1,22761634,,,
TH17,2,22745730,TH17,Th17,1.0
TREG,1,22745730,TREG,Treg,2.0
T,1,22745730,,,
TREG,1,22701538,TREG,Treg,2.0
TYPHISPECIFIC,1,22679502,,,
TREG,1,22666141,TREG,Treg,2.0
TREG,1,22649532,TREG,Treg,2.0
T,1,22649468,,,
TFH,1,22649468,TFH,Tfh,2.0
TH17,1,22613416,TH17,Th17,1.0
TH2,1,22608258,TH2,Th2,1.0
TREG,1,22567028,TREG,Treg,2.0
TREG,1,22536321,TREG,Treg,2.0
TH,1,22531483,TH,Th,2.0
TH17,1,22531483,TH17,Th17,1.0
TREG,1,22507909,TREG,Treg,2.0
TREG,1,22507318,TREG,Treg,2.0
T,1,22493730,,,
TREG,1,22480874,TREG,Treg,2.0
TREG,1,22470536,TREG,Treg,2.0
TTRM,1,22449783,TRM,Tissue Resident Memory,1.0
T,1,22412871,,,
TREG,2,22398308,TREG,Treg,2.0
TREG,1,22310634,TREG,Treg,2.0
TREG,1,22310608,TREG,Treg,2.0
TREG,1,22253566,TREG,Treg,2.0
TREG,1,22247766,TREG,Treg,2.0
TH,1,22239719,TH,Th,2.0
TREG,1,22233865,TREG,Treg,2.0
TREG,4,22222887,TREG,Treg,2.0
TFH,1,24153226,TFH,Tfh,2.0
T,1,23804268,,,
TREG,1,23804268,TREG,Treg,2.0
T,1,22172507,,,
TREG,1,22172507,TREG,Treg,2.0
T,1,22161814,,,
TREG,2,22160825,TREG,Treg,2.0
TREGENRICHED,1,22160825,,,
TREG,7,22159143,TREG,Treg,2.0
T,2,22159143,,,
TEFF,1,22159143,TEFF,Effector,2.0
T,1,22158517,,,
NKT,1,22156591,NKT,Natural Killer T,1.0
T,1,22124370,,,
TREG,1,22124370,TREG,Treg,2.0
MAIT,1,22086415,MAIT,Mucosal-associated Invariant T,1.0
TH,1,22082565,TH,Th,2.0
TH17,1,22082565,TH17,Th17,1.0
TREG,1,22081436,TREG,Treg,2.0
TREG,1,22070887,TREG,Treg,2.0
TREG,1,22057460,TREG,Treg,2.0
T,1,22048454,,,
TREG,1,22048454,TREG,Treg,2.0
T,2,22005288,,,
T,1,21985183,,,
T,1,21968650,,,
TREG,1,21939765,TREG,Treg,2.0
T,2,21929847,,,
TREG,1,21929847,TREG,Treg,2.0
TREG,1,21740527,TREG,Treg,2.0
TREG,1,21719142,TREG,Treg,2.0
T,1,21656310,,,
T,1,23345934,,,
TREG,1,23345934,TREG,Treg,2.0
TFH,1,23284839,TFH,Tfh,2.0
T,1,23272176,,,
TH,1,23251632,TH,Th,2.0
TREG,1,23251223,TREG,Treg,2.0
TH22,1,23236476,TH22,Th22,1.0
TREG,1,23226205,TREG,Treg,2.0
T,2,23152910,,,
TREG,1,23152910,TREG,Treg,2.0
TGFΒ,1,23145169,,,
TREG,1,23110239,TREG,Treg,2.0
TREG,1,23101273,TREG,Treg,2.0
TH2,1,23091349,TH2,Th2,1.0
TREG,1,23071829,TREG,Treg,2.0
T,2,23071717,,,
TREG,1,23071717,TREG,Treg,2.0
TREG,1,23028594,TREG,Treg,2.0
TREG,1,23006793,TREG,Treg,2.0
TOLLLIKE,1,22962607,,,
TREG,1,22952871,TREG,Treg,2.0
TCR,1,22934809,,,
TREG,1,22890368,TREG,Treg,2.0
TREG,1,22879926,TREG,Treg,2.0
TH1,1,22848715,TH1,Th1,1.0
T,1,22848667,,,
TFH,1,22848667,TFH,Tfh,2.0
T,2,22846686,,,
TR1,1,22846686,TREG1,Type 1 Treg,1.0
TC1,1,22840591,TC1,Tc1,1.0
TC,1,22840591,,,
TNFΑPRODUCING,1,22811738,,,
TH,1,22768198,TH,Th,2.0
T,1,22722803,,,
TREG,1,22722803,TREG,Treg,2.0
TH17,1,22715389,TH17,Th17,1.0
TREG,1,22666510,TREG,Treg,2.0
TREG,1,22666318,TREG,Treg,2.0
TRN,1,22629854,,,
T,1,22613858,,,
TREG,1,22613858,TREG,Treg,2.0
TREG,1,22563437,TREG,Treg,2.0
TREG,1,22545172,TREG,Treg,2.0
TREG,1,22533972,TREG,Treg,2.0
TREG,1,22498766,TREG,Treg,2.0
T,1,22489248,,,
TREG,1,22489248,TREG,Treg,2.0
THELPER,1,22474485,TH,Th,2.0
TH17,1,22433369,TH17,Th17,1.0
T,1,22419424,,,
TREG,1,22419424,TREG,Treg,2.0
TH,1,22312190,TH,Th,2.0
THELPER,1,22312190,TH,Th,2.0
TREG,1,22303460,TREG,Treg,2.0
TIL,1,22295114,,,
T,1,22272696,,,
TREG,1,22272696,TREG,Treg,2.0
T,1,22272233,,,
TREG,1,22260835,TREG,Treg,2.0
T,2,22224762,,,
T,1,22223085,,,
TH,1,22196107,TH,Th,2.0
THELPER,1,22196107,TH,Th,2.0
TGFΒINDUCED,1,22180614,,,
TREG,6,22132888,TREG,Treg,2.0
T,1,22123924,,,
TREG,1,22123924,TREG,Treg,2.0
CD4T,3,22122423,,,
CD4T,1,22110531,,,
T,1,22094268,,,
TREG,1,22094268,TREG,Treg,2.0
TH17,1,22028728,TH17,Th17,1.0
TCRTRANSDUCED,2,22025529,,,
TCRREDIRECTED,1,22025529,,,
TH17,1,22004873,TH17,Th17,1.0
TEM,1,22004873,TEM,Effector Memory,2.0
TCM,1,22004873,TCM,Central Memory,2.0
T,1,21948370,,,
TREG,1,21948370,TREG,Treg,2.0
TH,1,21916607,TH,Th,2.0
TH1,5,21899918,TH1,Th1,1.0
TREG,1,21876709,TREG,Treg,2.0
TREG,1,21842207,TREG,Treg,2.0
TH,1,21833592,TH,Th,2.0
TREG,4,21822917,TREG,Treg,2.0
T,1,21736625,,,
T,1,21563925,,,
TREG,1,21563925,TREG,Treg,2.0
TREGS,1,22375050,TREG,Treg,2.0
TCONS,1,22375050,,,
TH17,1,22155789,TH17,Th17,1.0
TAXSPECIFIC,1,22151736,,,
TH1,1,22139205,TH1,Th1,1.0
T,1,22129252,,,
TREG,1,22129252,TREG,Treg,2.0
TH0,1,22128329,TH0,Th0,1.0
TH17,1,22048764,TH17,Th17,1.0
T,1,22044285,,,
TREG,1,22044285,TREG,Treg,2.0
T,1,22043829,,,
TFH,1,22043829,TFH,Tfh,2.0
TR,1,21986549,,,
TREGULATORY,1,21986549,TREG,Treg,2.0
TREG,1,21953592,TREG,Treg,2.0
T,1,21945485,,,
TREG,1,21945485,TREG,Treg,2.0
T,1,21943801,,,
TH17,1,21926348,TH17,Th17,1.0
TREG,1,21926188,TREG,Treg,2.0
TREG,1,21921095,TREG,Treg,2.0
TREG,1,21911083,TREG,Treg,2.0
TREG,1,21908444,TREG,Treg,2.0
T,1,21898141,,,
TREG,1,21898141,TREG,Treg,2.0
TREG,1,21897268,TREG,Treg,2.0
T,1,21893418,,,
TH17,1,21893418,TH17,Th17,1.0
TR1,1,21893418,TREG1,Type 1 Treg,1.0
TREG,1,21827750,TREG,Treg,2.0
TEFF,1,21732015,TEFF,Effector,2.0
T,1,21723567,,,
TREG,1,21671120,TREG,Treg,2.0
TREG,1,21513711,TREG,Treg,2.0
TEFF,1,21513711,TEFF,Effector,2.0
TH,1,22236965,TH,Th,2.0
TH1,1,22236965,TH1,Th1,1.0
T,1,22236428,,,
TREG,1,22201619,TREG,Treg,2.0
T,1,22169318,,,
TREG,1,22169318,TREG,Treg,2.0
TREG,1,22129253,TREG,Treg,2.0
TH2,1,22122790,TH2,Th2,1.0
TREG,1,22055883,TREG,Treg,2.0
TH2,1,22044021,TH2,Th2,1.0
TREG,1,22035960,TREG,Treg,2.0
TD,1,21994461,,,
T,1,21993400,,,
TREG,1,21993400,TREG,Treg,2.0
TREG,1,21968277,TREG,Treg,2.0
T,1,21959269,,,
TREG,1,21920772,TREG,Treg,2.0
TREG,1,21915633,TREG,Treg,2.0
TAADIRECTED,1,21915103,,,
TGFΒ,1,21905023,,,
TREG,1,21845735,TREG,Treg,2.0
TREG,1,21840621,TREG,Treg,2.0
TREG,2,21733719,TREG,Treg,2.0
T,1,21724410,,,
TREG,1,21724410,TREG,Treg,2.0
TREG,1,21696363,TREG,Treg,2.0
T,1,22118524,,,
TFH,1,22118524,TFH,Tfh,2.0
TREG,1,22092408,TREG,Treg,2.0
TUMOURINFILTRATING,1,22092408,,,
TREG,1,22087344,TREG,Treg,2.0
T,1,22087344,,,
TCREG,1,22051182,,,
TREG,1,22018608,TREG,Treg,2.0
TWS119TREATED,1,22013128,,,
TH,1,21998454,TH,Th,2.0
TREG,1,21998454,TREG,Treg,2.0
TH17,1,21998454,TH17,Th17,1.0
TREGS,1,21985374,TREG,Treg,2.0
TH17,1,21985362,TH17,Th17,1.0
TREG,1,21949016,TREG,Treg,2.0
T,1,21937455,,,
TREG,1,21937455,TREG,Treg,2.0
TH1/TH2/TH17/REGULATORY,1,21937455,TH1,Th1,1.0
T,3,21930964,,,
TREG,1,21917753,TREG,Treg,2.0
TREG,1,21911743,TREG,Treg,2.0
T,1,21889405,,,
T,2,21865090,,,
TEM,2,21812925,TEM,Effector Memory,2.0
TH,1,21804579,TH,Th,2.0
TREG,1,21681373,TREG,Treg,2.0
T,2,22169715,,,
TREG,1,22169715,TREG,Treg,2.0
TH1,1,22133721,TH1,Th1,1.0
TREG,1,22133721,TREG,Treg,2.0
T,1,22133721,,,
TREG,1,22129044,TREG,Treg,2.0
T,2,22065791,,,
TR1,2,22065791,TREG1,Type 1 Treg,1.0
TEM,1,22046970,TEM,Effector Memory,2.0
T,1,22046970,,,
T,1,21985361,,,
TREGS,1,21985361,TREG,Treg,2.0
TREG,1,21940820,TREG,Treg,2.0
T,1,21926059,,,
TREG,1,21926059,TREG,Treg,2.0
T,1,21896932,,,
TREG,1,21896932,TREG,Treg,2.0
TREG,1,21881045,TREG,Treg,2.0
TH2,1,21838592,TH2,Th2,1.0
TREG,1,21745722,TREG,Treg,2.0
TREG,1,21644048,TREG,Treg,2.0
TSC,2,21479962,,,
TH17/TREG,1,22338221,TH17,Th17,1.0
T,2,22015081,,,
NKT,1,22015081,NKT,Natural Killer T,1.0
TREG,1,21926547,TREG,Treg,2.0
TUMORINFILTRATING,1,21911941,,,
TREG,1,21865550,TREG,Treg,2.0
TH,1,21862302,TH,Th,2.0
TREG,1,21811143,TREG,Treg,2.0
TLIKE,1,21802372,,,
TREG,1,21802372,TREG,Treg,2.0
T,1,21802372,,,
TREG,1,21798734,TREG,Treg,2.0
TREGULATORY,1,21798734,TREG,Treg,2.0
T,1,21768278,,,
TREG,1,21741881,TREG,Treg,2.0
TREG,1,21729870,TREG,Treg,2.0
TH,1,21729870,TH,Th,2.0
TH,1,21710691,TH,Th,2.0
TIEL,1,21704078,,,
T,1,21654845,,,
TREG,1,21654845,TREG,Treg,2.0
TGFΒ,1,21601308,,,
T,1,21459928,,,
TREG,1,21459928,TREG,Treg,2.0
TH17,1,21336557,TH17,Th17,1.0
TREG,1,22230398,TREG,Treg,2.0
TREG,2,22015297,TREG,Treg,2.0
TREG,1,22016675,TREG,Treg,2.0
TREG,1,22008917,TREG,Treg,2.0
NKT,1,21987790,NKT,Natural Killer T,1.0
T,1,21982511,,,
TRANSITIONAL,1,21982511,,,
TEM,1,21926464,TEM,Effector Memory,2.0
TCK,1,21926327,TLAK,Cytokine Activated T Cell,3.0
T,1,21918886,,,
TREG,1,21918886,TREG,Treg,2.0
TIL,1,21918886,,,
TREG,1,21918190,TREG,Treg,2.0
TCRTG,1,21908735,,,
TREG,1,21896488,TREG,Treg,2.0
T,1,21840184,,,
TREG,1,21839739,TREG,Treg,2.0
T,1,21824083,,,
TEM,1,21824083,TEM,Effector Memory,2.0
TREG,4,21813663,TREG,Treg,2.0
TH,1,21813287,TH,Th,2.0
THELPER,1,21813287,TH,Th,2.0
TH17,1,21795048,TH17,Th17,1.0
CD4T,1,21795048,,,
T,1,21762977,,,
TREG,1,21762977,TREG,Treg,2.0
TREG,1,21752619,TREG,Treg,2.0
TREG,1,21749644,TREG,Treg,2.0
TREG,1,21723324,TREG,Treg,2.0
T,1,21669226,,,
TREG,1,21669226,TREG,Treg,2.0
TREG,1,21644036,TREG,Treg,2.0
TREG,1,21635972,TREG,Treg,2.0
T,1,21621000,,,
TREG,1,21621000,TREG,Treg,2.0
TREG,1,21592168,TREG,Treg,2.0
NKT,1,21314851,NKT,Natural Killer T,1.0
T,1,21314851,,,
T,1,22272454,,,
TREG,1,22220406,TREG,Treg,2.0
TIL,1,22220406,,,
TREG,2,22220404,TREG,Treg,2.0
TH,1,21994794,TH,Th,2.0
TREG,1,21994794,TREG,Treg,2.0
T,1,21925098,,,
T,1,21917155,,,
TREG,1,21917155,TREG,Treg,2.0
TH,1,21895477,TH,Th,2.0
TH17,1,21895477,TH17,Th17,1.0
TREG,4,21875956,TREG,Treg,2.0
T,2,21875956,,,
TREG,1,21828127,TREG,Treg,2.0
T,1,21803856,,,
TREG,1,21781972,TREG,Treg,2.0
TREG,1,21778340,TREG,Treg,2.0
TREG,2,21707592,TREG,Treg,2.0
T,2,21660940,,,
TN,1,21660940,TN,Naive,2.0
TREG,1,21595732,TREG,Treg,2.0
TCR,1,21556811,,,
TREG,1,21347781,TREG,Treg,2.0
TH1,1,21306467,TH1,Th1,1.0
TH17,1,21306467,TH17,Th17,1.0
TREG,1,21215784,TREG,Treg,2.0
T,1,22012231,,,
TREG,1,21987618,TREG,Treg,2.0
TREG,2,21930068,TREG,Treg,2.0
T,1,21930068,,,
TIL,1,21930068,,,
TUMORINFILTRATING,1,21930068,,,
T,2,21925099,,,
TCON,1,21925099,TCONV,Non-regulatory T Cell,3.0
TH1,1,21918304,TH1,Th1,1.0
TREG,2,21871655,TREG,Treg,2.0
T,1,21865948,,,
TREG,1,21865948,TREG,Treg,2.0
TH2,1,21858445,TH2,Th2,1.0
T,1,21856944,,,
T,1,21827765,,,
TREG,1,21827765,TREG,Treg,2.0
TCR,1,21827765,,,
INKT,2,21822298,NKT,Natural Killer T,1.0
T,1,21822298,,,
TREG,1,21822298,TREG,Treg,2.0
TH,2,21821704,TH,Th,2.0
TH1,1,21821704,TH1,Th1,1.0
TH2,1,21821704,TH2,Th2,1.0
THELPER,1,21821704,TH,Th,2.0
TH,1,21813450,TH,Th,2.0
TH1,1,21813450,TH1,Th1,1.0
TH2,1,21813450,TH2,Th2,1.0
T,1,21798806,,,
TREG,1,21798806,TREG,Treg,2.0
TREGULATORY,1,21798806,TREG,Treg,2.0
T,2,21782252,,,
NFAT,1,21746882,,,
T,1,21729181,,,
TREG,1,21729181,TREG,Treg,2.0
TREG,1,21719603,TREG,Treg,2.0
TH1,1,21719603,TH1,Th1,1.0
T,1,21712423,,,
MAIT,1,21712423,MAIT,Mucosal-associated Invariant T,1.0
TR1,1,21702720,TREG1,Type 1 Treg,1.0
T,2,21699642,,,
TREG,1,21699642,TREG,Treg,2.0
TH1,1,21684616,TH1,Th1,1.0
TREGS,1,21673660,TREG,Treg,2.0
T,1,21664396,,,
TREG,1,21626029,TREG,Treg,2.0
TIL,1,21626029,,,
TREG,1,21621552,TREG,Treg,2.0
T,2,21570917,,,
TREG,1,21570917,TREG,Treg,2.0
T,1,21535076,,,
TH1,1,21458848,TH1,Th1,1.0
TREG,1,21352381,TREG,Treg,2.0
TIL,1,21352381,,,
TREG,2,21284556,TREG,Treg,2.0
TH1,1,21284556,TH1,Th1,1.0
T,1,21284556,,,
TREG,1,21105040,TREG,Treg,2.0
TSLPTREATED,1,21054781,,,
TREG,1,20361330,TREG,Treg,2.0
T,1,21995674,,,
TH,1,21904976,TH,Th,2.0
TH9,1,21904976,TH9,Th9,1.0
TH17,1,21884514,TH17,Th17,1.0
TREG,1,21884471,TREG,Treg,2.0
TH2,1,21841801,TH2,Th2,1.0
TREG,5,21841785,TREG,Treg,2.0
TEFF,1,21841785,TEFF,Effector,2.0
TFH,3,21808017,TFH,Tfh,2.0
NKT,1,21787777,NKT,Natural Killer T,1.0
TREG,1,21780896,TREG,Treg,2.0
T,1,21768353,,,
TFH,1,21768353,TFH,Tfh,2.0
T,1,21733754,,,
TREG,1,21733754,TREG,Treg,2.0
TNFTREATED,1,21724995,,,
T,1,21713277,,,
TREG,1,21708454,TREG,Treg,2.0
T,1,21646390,,,
TREG,1,21646390,TREG,Treg,2.0
TREG,1,21631498,TREG,Treg,2.0
T,1,21592823,,,
TREG,1,21592823,TREG,Treg,2.0
TREG,2,21547596,TREG,Treg,2.0
TREG,1,21538345,TREG,Treg,2.0
TH17,2,21489974,TH17,Th17,1.0
TR1,1,21406270,TREG1,Type 1 Treg,1.0
TREG,1,21371045,TREG,Treg,2.0
T,2,21233022,,,
NKT,2,21233022,NKT,Natural Killer T,1.0
TREG,1,20727784,TREG,Treg,2.0
TREG,1,21873989,TREG,Treg,2.0
TREG,1,21861858,TREG,Treg,2.0
TH17,1,21825017,TH17,Th17,1.0
TREG,1,21806889,TREG,Treg,2.0
TREG,1,21774688,TREG,Treg,2.0
T,2,21768398,,,
TREG,1,21757642,TREG,Treg,2.0
TREG,7,21749646,TREG,Treg,2.0
TRESP,1,21749646,TRESP,Responsive T Cell,3.0
TREG,1,21741270,TREG,Treg,2.0
TOLEROGENIC,1,21741270,,,
TREG,1,21721931,TREG,Treg,2.0
THELPER,1,21721931,TH,Th,2.0
TH17,1,21721931,TH17,Th17,1.0
TREG,1,21717078,TREG,Treg,2.0
TREGULATORY,1,21717078,TREG,Treg,2.0
T,1,21708895,,,
INKT,1,21708895,NKT,Natural Killer T,1.0
ΓΔT,1,21692996,γδT,γδT,2.0
TH2,1,21683432,TH2,Th2,1.0
