actor,category,cell_id,cell_label,cytokine_id,cytokine_label,num_papers,score
cytokine,Positive,CL_0000813,memory T cell,CID_89,IL1B,1,2.2
cytokine,Negative,CL_0000084,T cell,CID_52,CXCL8,1,0.12
cytokine,Negative,CL_0000899,T-helper 17 cell,CID_110,IL2,1,0.93
cell,Positive,CL_0000902,induced T-regulatory cell,CID_23,CCL22,1,134.36
cell,Positive,CL_0000546,T-helper 2 cell,CID_164,TGFB2,1,6.99
cytokine,Positive,CL_0000897,"CD4-positive, alpha-beta memory T cell",CID_134,IL7,1,37.19
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_78,IFNA6,1,642.57
cytokine,Negative,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_23,CCL22,1,46.4
cytokine,Negative,CL_0000898,naive T cell,CID_134,IL7,1,23.17
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_8,CD40LG,1,2.72
cell,Positive,CL_0000895,"naive thymus-derived CD4-positive, alpha-beta T cell",CID_110,IL2,1,19.89
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_62,CSF3,1,1.53
cell,Positive,CL_0000546,T-helper 2 cell,CID_46,CXCL2,1,6.01
cytokine,Unknown,CL_0002128,Tc17 cell,CID_95,IL12,1,71.7
cytokine,Positive,CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",CID_134,IL7,1,5.31
cytokine,Positive,CL_0000084,T cell,CID_36,CX3CL1,1,0.15
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_66,IFN1,1,1.67
cell,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_113,IL22,1,0.99
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_89,IL1B,1,0.57
cytokine,Positive,CL_0000912,helper T cell,CID_63,CSF2,1,0.97
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_27,CCL26,1,12.6
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_135,IL9,1,4.59
cytokine,Negative,CL_0000813,memory T cell,CID_134,IL7,1,34.49
cytokine,Unknown,CL_0000084,T cell,CID_58,EGF,1,0.85
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_112,IL21,1,1.43
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_160,TGF,1,12.61
cytokine,Negative,CL_0000902,induced T-regulatory cell,CID_102,IL17,1,33.71
cytokine,Unknown,CL_0001042,T-helper 22 cell,CID_113,IL22,1,150.26
cytokine,Negative,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_31,CCL5,1,18.85
cytokine,Negative,CL_0000911,effector T cell,CID_162,TGFB,1,6.26
cytokine,Positive,CL_0000903,natural T-regulatory cell,CID_110,IL2,1,6.74
cytokine,Unknown,CL_0000084,T cell,CID_96,IL12A,1,13.87
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_67,IFNA,1,0.57
cytokine,Unknown,CL_0000893,thymocyte,CID_26,CCL25,1,108.7
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_128,IL33,1,0.33
cytokine,Negative,CL_0000910,cytotoxic T cell,CID_102,IL17,1,10.94
cytokine,Negative,CL_0000909,"CD8-positive, alpha-beta memory T cell",CID_8,CD40LG,1,58.74
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_68,IFNA1,1,121.64
cytokine,Positive,CL_0000912,helper T cell,CID_83,IFNG,1,0.21
cytokine,Negative,CL_0000815,regulatory T cell,CID_174,TNF,1,2.27
cytokine,Unknown,CL_0000492,CD4-positive helper T cell,CID_131,IL4,1,20.74
cytokine,Positive,CL_0000898,naive T cell,CID_22,CCL21,1,40.25
cell,Positive,CL_0000893,thymocyte,CID_51,PPBP,1,3.87
cytokine,Negative,CL_0000902,induced T-regulatory cell,CID_131,IL4,1,12.77
cytokine,Negative,CL_0000084,T cell,CID_130,IL35,1,4.51
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_51,PPBP,1,1.24
cytokine,Positive,CL_0001042,T-helper 22 cell,CID_162,TGFB,1,3.19
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_162,TGFB,1,0.11
cytokine,Negative,CL_0002061,T-helper 9 cell,CID_112,IL21,1,125.04
cytokine,Positive,CL_0000911,effector T cell,CID_174,TNF,1,0.39
cell,Positive,CL_0000815,regulatory T cell,CID_87,IL1,1,1.4
cytokine,Negative,CL_0000084,T cell,CID_148,SPP1,1,0.98
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_89,IL1B,1,0.19
cell,Positive,CL_0000905,"effector memory CD4-positive, alpha-beta T cell",CID_131,IL4,1,87.45
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_171,TNFSF4,1,2.98
cytokine,Negative,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_174,TNF,1,0.37
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_176,XCL1,1,8.06
cytokine,Negative,CL_0002436,mature CD4 single-positive thymocyte,CID_40,CXCL12,1,1951.05
cytokine,Positive,CL_0000084,T cell,CID_32,CCL6,1,0.43
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_170,TNFSF15,1,24.72
cytokine,Positive,CL_0002061,T-helper 9 cell,CID_170,TNFSF15,1,166.84
cytokine,Negative,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_123,IFNL3,1,100.53
cytokine,Positive,CL_0000798,gamma-delta T cell,CID_66,IFN1,1,12.5
cytokine,Unknown,CL_0000815,regulatory T cell,CID_95,IL12,1,3.81
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_87,IL1,1,0.18
cytokine,Unknown,CL_0000084,T cell,CID_39,CXCL11,1,6.93
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_98,IL13,1,1.66
cytokine,Negative,CL_0000546,T-helper 2 cell,CID_133,IL6,1,1.16
cytokine,Positive,CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CID_100,IL15,1,11.4
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_40,CXCL12,1,0.45
cytokine,Negative,CL_0000911,effector T cell,CID_31,CCL5,1,158.17
cytokine,Negative,CL_0000898,naive T cell,CID_95,IL12,1,12.76
cytokine,Positive,CL_0002038,T follicular helper cell,CID_110,IL2,1,2.25
cytokine,Positive,CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",CID_8,CD40LG,1,4.84
cytokine,Negative,CL_0000814,mature NK T cell,CID_95,IL12,1,17.76
cytokine,Negative,CL_0000084,T cell,CID_141,CSF1,1,0.26
cytokine,Unknown,CL_0000917,Tc1 cell,CID_135,IL9,1,413.12
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_103,IL17A,1,0.39
cytokine,Negative,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_95,IL12,1,1.41
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_98,IL13,1,1.14
cytokine,Unknown,CL_0000910,cytotoxic T cell,CID_89,IL1B,1,2.9
cytokine,Unknown,CL_0000893,thymocyte,CID_95,IL12,1,1.53
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_130,IL35,1,5.4
cytokine,Unknown,CL_0000912,helper T cell,CID_131,IL4,1,2.36
cytokine,Positive,CL_0000084,T cell,CID_113,IL22,1,0.13
cytokine,Unknown,CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CID_134,IL7,1,30.99
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_121,EBI3,1,20.15
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_173,TNFSF9,1,3.53
cytokine,Negative,CL_0000898,naive T cell,CID_110,IL2,1,3.36
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_114,IL23,1,6.52
cytokine,Positive,CL_0000910,cytotoxic T cell,CID_81,IFNB1,1,3.23
cytokine,Positive,CL_0000814,mature NK T cell,CID_100,IL15,1,5.2
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_52,CXCL8,1,0.36
cytokine,Positive,CL_0000798,gamma-delta T cell,CID_134,IL7,1,3.87
cytokine,Positive,CL_0000795,"CD8-positive, alpha-beta regulatory T cell",CID_83,IFNG,1,4.67
cytokine,Positive,CL_0000084,T cell,CID_44,CXCL16,1,0.63
cytokine,Positive,CL_0000084,T cell,CID_164,TGFB2,1,0.29
cytokine,Unknown,CL_0000899,T-helper 17 cell,CID_86,IL1RN,1,10.41
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_51,PPBP,1,0.57
cytokine,Unknown,CL_0000912,helper T cell,CID_133,IL6,1,1.95
cytokine,Negative,CL_0000084,T cell,CID_23,CCL22,1,4.86
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_162,TGFB,1,0.56
cytokine,Positive,CL_0000897,"CD4-positive, alpha-beta memory T cell",CID_112,IL21,1,65.86
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_27,CCL26,1,12.12
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_11,CCL11,1,1.39
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_63,CSF2,1,1.38
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_63,CSF2,1,0.25
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_500,IL27,1,4.74
cytokine,Positive,CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",CID_112,IL21,1,9.41
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_53,CXCL9,1,4.63
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_103,IL17A,1,0.73
cytokine,Unknown,CL_0000912,helper T cell,CID_63,CSF2,1,3.4
cytokine,Unknown,CL_0000815,regulatory T cell,CID_134,IL7,1,6.92
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_117,IL24,1,82.94
cytokine,Negative,CL_0000910,cytotoxic T cell,CID_174,TNF,1,1.87
cytokine,Unknown,CL_0000813,memory T cell,CID_114,IL23,1,83.87
cytokine,Unknown,CL_0000084,T cell,CID_168,TNFSF13,1,27.73
cytokine,Negative,CL_0000899,T-helper 17 cell,CID_112,IL21,1,11.42
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_136,LIF,1,2.65
cytokine,Negative,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_26,CCL25,1,100.53
cytokine,Unknown,CL_0000911,effector T cell,CID_89,IL1B,1,4.79
cytokine,Positive,CL_0000898,naive T cell,CID_163,TGFB1,1,1.14
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_28,CCL27,1,15.21
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_8,CD40LG,1,0.29
cytokine,Positive,CL_0000911,effector T cell,CID_113,IL22,1,10.58
cytokine,Negative,CL_0000903,natural T-regulatory cell,CID_93,IL10,1,98.43
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_40,CXCL12,1,0.49
cytokine,Negative,CL_0002128,Tc17 cell,CID_500,IL27,1,1193.97
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_125,IL3,1,0.27
cell,Positive,CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",CID_174,TNF,1,2.25
cytokine,Negative,CL_0000814,mature NK T cell,CID_162,TGFB,1,9.4
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_500,IL27,1,2.41
cytokine,Negative,CL_0000084,T cell,CID_89,IL1B,1,0.14
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_31,CCL5,1,10.04
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_148,SPP1,1,0.54
cytokine,Unknown,CL_0002489,double negative thymocyte,CID_110,IL2,1,18.86
cytokine,Unknown,CL_0000813,memory T cell,CID_173,TNFSF9,1,45.41
cytokine,Positive,CL_0000084,T cell,CID_59,EPO,1,0.05
cytokine,Negative,CL_0000084,T cell,CID_170,TNFSF15,1,5.06
cytokine,Negative,CL_0000899,T-helper 17 cell,CID_114,IL23,1,35.73
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_174,TNF,1,0.2
cell,Positive,CL_0000902,induced T-regulatory cell,CID_110,IL2,1,1.07
cytokine,Unknown,CL_0000084,T cell,CID_128,IL33,1,0.26
cytokine,Positive,CL_0001042,T-helper 22 cell,CID_114,IL23,1,60.62
cell,Positive,CL_0002061,T-helper 9 cell,CID_93,IL10,1,3.47
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_32,CCL6,1,1.88
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_98,IL13,1,1.23
cytokine,Negative,CL_0000911,effector T cell,CID_163,TGFB1,1,8.46
cytokine,Positive,CL_0000815,regulatory T cell,CID_83,IFNG,1,0.2
cytokine,Positive,CL_0000893,thymocyte,CID_63,CSF2,1,0.36
cytokine,Negative,CL_0000815,regulatory T cell,CID_173,TNFSF9,1,47.33
cytokine,Positive,CL_0000084,T cell,CID_86,IL1RN,1,0.12
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_89,IL1B,1,1.52
cell,Positive,CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CID_31,CCL5,1,96.17
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_163,TGFB1,1,0.46
cytokine,Unknown,CL_0000809,"double-positive, alpha-beta thymocyte",CID_134,IL7,1,216.94
cytokine,Positive,CL_0000898,naive T cell,CID_8,CD40LG,1,2.65
cytokine,Unknown,CL_0000899,T-helper 17 cell,CID_118,IL25,1,30.99
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_108,IL18,1,2.08
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_170,TNFSF15,1,3.22
cytokine,Unknown,CL_0000902,induced T-regulatory cell,CID_133,IL6,1,4.63
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_162,TGFB,1,0.38
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_89,IL1B,1,0.26
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_171,TNFSF4,1,19.61
cytokine,Negative,CL_0000902,induced T-regulatory cell,CID_170,TNFSF15,1,755.11
cytokine,Unknown,CL_0000084,T cell,CID_32,CCL6,1,1.5
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_174,TNF,1,0.43
cytokine,Positive,CL_0002061,T-helper 9 cell,CID_131,IL4,1,2.82
cytokine,Negative,CL_0000546,T-helper 2 cell,CID_94,IL11,1,33
cytokine,Negative,CL_0000084,T cell,CID_160,TGF,1,3.01
cytokine,Negative,CL_0000909,"CD8-positive, alpha-beta memory T cell",CID_162,TGFB,1,18.79
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_87,IL1,1,0.56
cytokine,Negative,CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CID_100,IL15,1,90.88
cytokine,Unknown,CL_0000911,effector T cell,CID_22,CCL21,1,130.66
cytokine,Negative,CL_0000898,naive T cell,CID_93,IL10,1,6.15
cytokine,Positive,CL_0000084,T cell,CID_74,IFNA2,1,2.64
cytokine,Unknown,CL_0000084,T cell,CID_176,XCL1,1,5.55
cytokine,Negative,CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",CID_21,CCL20,1,327.15
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_62,CSF3,1,0.26
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_102,IL17,1,0.14
cytokine,Positive,CL_0000798,gamma-delta T cell,CID_83,IFNG,1,0.39
cytokine,Negative,CL_0000815,regulatory T cell,CID_110,IL2,1,2.29
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_130,IL35,1,18.91
cytokine,Unknown,CL_0000912,helper T cell,CID_500,IL27,1,29.77
cell,Positive,CL_0000545,T-helper 1 cell,CID_112,IL21,1,0.98
cell,Positive,CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",CID_133,IL6,1,6.88
cell,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_53,CXCL9,1,7.93
cytokine,Positive,CL_0000911,effector T cell,CID_53,CXCL9,1,84.63
cytokine,Negative,CL_0000898,naive T cell,CID_100,IL15,1,29.82
cytokine,Negative,CL_0000910,cytotoxic T cell,CID_67,IFNA,1,9.24
cytokine,Positive,CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",CID_83,IFNG,1,0.53
cell,Positive,CL_0000814,mature NK T cell,CID_98,IL13,1,12.27
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_62,CSF3,1,0.41
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_97,IL12B,1,35.21
cytokine,Positive,CL_0000813,memory T cell,CID_93,IL10,1,1.15
cytokine,Negative,CL_0000084,T cell,CID_44,CXCL16,1,5.06
cytokine,Negative,CL_0000084,T cell,CID_164,TGFB2,1,2.3
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_140,LTA,1,10.89
cell,Positive,CL_0000912,helper T cell,CID_132,IL5,1,3.05
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_114,IL23,1,2.08
cytokine,Negative,CL_0000546,T-helper 2 cell,CID_143,MIF,1,64.96
cytokine,Unknown,CL_0000897,"CD4-positive, alpha-beta memory T cell",CID_110,IL2,1,18.86
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_66,IFN1,1,0.55
cytokine,Negative,CL_0000911,effector T cell,CID_93,IL10,1,5.71
cytokine,Unknown,CL_0000898,naive T cell,CID_500,IL27,1,40.94
cytokine,Unknown,CL_0000084,T cell,CID_123,IFNL3,1,4.62
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_20,CCL2,1,0.2
cytokine,Unknown,CL_0000899,T-helper 17 cell,CID_1,TNFSF13B,1,19.32
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_101,IL16,1,13.15
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_111,IL20,1,152.05
cytokine,Negative,CL_0000910,cytotoxic T cell,CID_163,TGFB1,1,5.12
cytokine,Unknown,CL_0000899,T-helper 17 cell,CID_110,IL2,1,0.41
cytokine,Negative,CL_0000902,induced T-regulatory cell,CID_67,IFNA,1,28.47
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_127,IL32,1,7.06
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_174,TNF,1,0.28
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_81,IFNB1,1,2.7
cytokine,Negative,CL_0000911,effector T cell,CID_102,IL17,1,18.08
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_8,CD40LG,1,1.2
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_23,CCL22,1,35.09
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_31,CCL5,1,8.27
cytokine,Positive,CL_0000895,"naive thymus-derived CD4-positive, alpha-beta T cell",CID_131,IL4,1,29.63
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_38,CXCL10,1,4.2
cytokine,Negative,CL_0000546,T-helper 2 cell,CID_67,IFNA,1,3.14
cytokine,Positive,CL_0002128,Tc17 cell,CID_95,IL12,1,20.49
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_125,IL3,1,0.94
cytokine,Negative,CL_0000910,cytotoxic T cell,CID_95,IL12,1,7.17
cytokine,Negative,CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",CID_162,TGFB,1,12.35
cytokine,Unknown,CL_0000814,mature NK T cell,CID_134,IL7,1,14.15
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_114,IL23,1,0.95
cytokine,Unknown,CL_0000912,helper T cell,CID_41,CXCL13,1,90.48
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_103,IL17A,1,6.77
cytokine,Negative,CL_0000546,T-helper 2 cell,CID_500,IL27,1,17.77
cytokine,Positive,CL_0000492,CD4-positive helper T cell,CID_98,IL13,1,38.25
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_29,CCL3,1,6.18
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_135,IL9,1,1.31
cytokine,Negative,CL_0000916,dendritic epidermal T cell,CID_86,IL1RN,1,1364.21
cytokine,Positive,CL_0000084,T cell,CID_58,EGF,1,0.24
cytokine,Unknown,CL_0000084,T cell,CID_169,TNFSF14,1,11.09
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_160,TGF,1,3.6
cytokine,Negative,CL_0000902,induced T-regulatory cell,CID_110,IL2,1,5.81
cytokine,Positive,CL_0000084,T cell,CID_127,IL32,1,0.63
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_20,CCL2,1,0.08
cell,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_83,IFNG,338,8.88
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_83,IFNG,236,5.41
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_110,IL2,113,3.63
cell,Positive,CL_0000545,T-helper 1 cell,CID_83,IFNG,88,5.01
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_83,IFNG,83,5.06
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_131,IL4,66,4.72
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_93,IL10,62,3.76
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_110,IL2,60,3.12
cell,Positive,CL_0000546,T-helper 2 cell,CID_131,IL4,59,15.88
cell,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_93,IL10,57,7.93
cell,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_110,IL2,57,2.12
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_95,IL12,56,11.77
cell,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_110,IL2,54,3.92
cell,Positive,CL_0000899,T-helper 17 cell,CID_102,IL17,53,55.2
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_102,IL17,50,9.71
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_110,IL2,41,0.9
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_83,IFNG,39,0.67
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_110,IL2,39,0.99
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_83,IFNG,35,1.82
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_110,IL2,34,5.54
cell,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_83,IFNG,32,1.52
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_110,IL2,32,2.4
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_131,IL4,31,5.47
cell,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_162,TGFB,30,4.14
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_83,IFNG,28,3.69
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_131,IL4,28,17.28
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_95,IL12,28,20.24
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_174,TNF,26,0.81
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_83,IFNG,26,0.39
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_100,IL15,25,5.72
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_8,CD40LG,24,4.96
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_110,IL2,23,2
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_95,IL12,22,2.76
cytokine,Positive,CL_0000910,cytotoxic T cell,CID_110,IL2,20,4.73
cell,Positive,CL_0000912,helper T cell,CID_110,IL2,19,8.59
cell,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_93,IL10,19,1.34
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_112,IL21,19,7.71
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_83,IFNG,18,0.68
cell,Positive,CL_0000899,T-helper 17 cell,CID_103,IL17A,18,54.04
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_131,IL4,18,0.85
cell,Positive,CL_0000910,cytotoxic T cell,CID_83,IFNG,17,4.11
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_112,IL21,17,5.76
cell,Positive,CL_0000912,helper T cell,CID_102,IL17,17,44.59
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_162,TGFB,17,1.59
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_95,IL12,16,5.28
cell,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_102,IL17,16,6.78
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_95,IL12,16,1.51
cell,Positive,CL_0000545,T-helper 1 cell,CID_93,IL10,16,2.35
cell,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_174,TNF,16,0.58
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_93,IL10,15,2.06
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_93,IL10,15,5.23
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_133,IL6,15,0.86
cell,Positive,CL_0000813,memory T cell,CID_83,IFNG,15,10.27
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_162,TGFB,15,5.57
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_93,IL10,14,0.59
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_112,IL21,14,15.9
cytokine,Negative,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_162,TGFB,14,11.2
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_100,IL15,14,10.79
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_131,IL4,13,2.14
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_93,IL10,13,1.29
cell,Positive,CL_0000815,regulatory T cell,CID_93,IL10,13,10.08
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_95,IL12,13,1.14
cell,Positive,CL_0000901,Tr1 cell,CID_93,IL10,13,33.83
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_162,TGFB,13,0.7
cell,Positive,CL_0000545,T-helper 1 cell,CID_110,IL2,12,0.96
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_103,IL17A,12,5.92
cell,Positive,CL_0000546,T-helper 2 cell,CID_83,IFNG,12,0.99
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_134,IL7,12,6.71
