doc_id,text,sent_char_offset,type,field,split,value,c1_cid,c2_cid,c1_ctxt_id,c1_stable_id,c1_word_start,c1_word_end,c1_char_start,c1_char_end,c1_text,c2_ctxt_id,c2_stable_id,c2_word_start,c2_word_end,c2_char_start,c2_char_end,c2_text
PMC2646562,"It was also reported that TGF-β and IL-6 inhibit, whereas IL-23 enhances, the pathogenic potential of Th17 cells and that the reduced pathogenicity can be reversed by IL-10 receptor blockade ().",17535,InducingCytokine,inducing_cytokine,3,-1,CK88B1F911EB2BA518:CK0CBC35CD2AB7D661,CTBFBDE5121B6748D1:CTBFBDE5121B6748D1,177654,PMC2646562::span:17571:17574,7,7,36,39,IL-6,177657,PMC2646562::span:17637:17640,18,18,102,105,Th17
PMC3486158,"Thus, it might be imaginable that immature NKT cells produce Th2-type cytokines, and this phenotype converts to Th0 phenotype (NKT cells that produce identical amount of both IL-4 and IFN-γ) during development process.

",38003,InducingCytokine,inducing_cytokine,3,-1,CK1B71668FDDECE3CF:CK128EC732B281BF60,CT459998F048BE65F2:CT459998F048BE65F2,181175,PMC3486158::span:38187:38191,32,32,184,188,IFN-γ,181177,PMC3486158::span:38130:38132,22,22,127,129,NKT
PMC2626686,"Eventually, it became clear that some researchers used RPMI as culture medium, like most immunological laboratories, whereas IMDM, a richer culture medium developed by Norman Iscove at the Basel Institute for Immunology (), was typically used by former Basel Institute researchers and was the medium used in the original studies showing that TGF-β and IL-6 drive Th17 differentiation ().",11231,InducingCytokine,inducing_cytokine,3,1,CKC59F8990F767EBD4:CKFD4CA0B2B4BC3AE4,CTBFBDE5121B6748D1:CTBFBDE5121B6748D1,411190,PMC2626686::span:11573:11577,58,58,342,346,TGF-β,411192,PMC2626686::span:11594:11597,62,62,363,366,Th17
PMC6232870,"First, besides Th17 cells, γδT cells are another important source of IL-17.",16320,InducingCytokine,inducing_cytokine,3,-1,CK2741EFAE1F31AD65:CK2741EFAE1F31AD65,CTBFBDE5121B6748D1:CTBFBDE5121B6748D1,378598,PMC6232870::span:16389:16393,13,13,69,73,IL-17,378599,PMC6232870::span:16335:16338,3,3,15,18,Th17
PMC4752288,"[] In turn, these factors lead to fever, systemic inflammation, increased granulopoiesis and the recruitment of neutrophils, macrophages and activated T cells.[] IL17 cytokines are also secreted by non-Th17 cells including CD8+ T cells (aka Tc17), γδ-T cells and innate lymphoid cells and their roles in homeostasis and disease are just beginning to be explored.[–]
There is an urgent and unmet need to increase the number of US Federal Drug Administration (FDA) approved novel therapeutics to target Th17 mediated diseases.",2130,InducingCytokine,inducing_cytokine,3,-1,CK0B892DA8C8C4FF5E:CK08F84BE8FE5B04F8,CTC7BFE69BB6C003F5:CT7DC8DD80306E71A2,406039,PMC4752288::span:2292:2295,30,30,162,165,IL17,406041,PMC4752288::span:2378:2381,50,50,248,251,γδ-T
PMC2947072,"Despite the overwhelming evidence that IL-4 is necessary for most Th2 responses, DCs were never found to produce IL-4, and it was therefore assumed that Th2 responses would occur by default, in the absence of strong Th1 or Th17 instructive cytokines in the immunological DC–T cell synapse, or when the strength of the MHCII–TCR interaction or the degree of costimulation offered to naive T cells is weak (; ; ; ).",1999,InducingCytokine,inducing_cytokine,3,-1,CK6FE135B3F86FB707:CK6FE135B3F86FB707,CTE7B12DC660323A0E:CTE7B12DC660323A0E,369072,PMC2947072::span:2112:2115,19,19,113,116,IL-4,369073,PMC2947072::span:2065:2067,10,10,66,68,Th2
PMC1783179,"Herein we examined the role of the Th2 cytokine, interleukin-10 (IL-10), on the development of macrophages.",343,InducingCytokine,inducing_cytokine,3,-1,CKC5CC1A269C01EC48:CKC5CC1A269C01EC48,CTE7B12DC660323A0E:CTE7B12DC660323A0E,407909,PMC1783179::span:408:412,12,12,65,69,IL-10,407910,PMC1783179::span:378:380,7,7,35,37,Th2
PMC6035209,"In particular, the role of IL-17 producing Th17 cells has been identified as a central driving force in psoriatic inflammation, and the recent development of monoclonal antibodies targeting IL-17, and the Th17 polarising cytokine IL-23, have shown considerable clinical efficacy in severe cases of psoriasis.",46018,InducingCytokine,inducing_cytokine,3,-1,CKE8FA6AFDA083A088:CK2741EFAE1F31AD65,CTBFBDE5121B6748D1:CTBFBDE5121B6748D1,363212,PMC6035209::span:46208:46212,30,30,190,194,IL-17,363215,PMC6035209::span:46223:46226,34,34,205,208,Th17
PMC4517383,"On the other hand, donor BM type II NKT cells produced IL-4, like type I NKT cells, but also IFN-γ which induced apoptosis of donor CD4+ and CD8+ T cells in a Fas-dependent manner (, ).",62969,InducingCytokine,inducing_cytokine,3,-1,CK6FE135B3F86FB707:CK6FE135B3F86FB707,CT459998F048BE65F2:CT459998F048BE65F2,418134,PMC4517383::span:63024:63027,12,12,55,58,IL-4,418136,PMC4517383::span:63005:63007,9,9,36,38,NKT
PMC5117507,"In fact, IL-28A is considered a new approach for the treatment of asthma because its production by the plasmacytoid cells polarizes the immune response through activated Th1 type and the production of the INF-γ [].",29378,InducingCytokine,inducing_cytokine,3,1,CK2850B932FC94804F:CK2850B932FC94804F,CTC3A8C3CBC245616A:CTC3A8C3CBC245616A,374965,PMC5117507::span:29387:29392,3,3,9,14,IL-28A,374966,PMC5117507::span:29548:29550,27,27,170,172,Th1
PMC2718810,"We concentrated on the Th1 and Th2 effector cytokines IFNγ and IL-4, which play important roles in anti-malarial immunity and immunopathology –, as well as the Th17 cytokine IL-17, which promotes the recruitment of neutrophils  that contribute to the clearance of malaria-infected RBCs as well as malaria pathogenesis ,.",16114,InducingCytokine,inducing_cytokine,3,-1,CK6FE135B3F86FB707:CK6FE135B3F86FB707,CTBFBDE5121B6748D1:CTBFBDE5121B6748D1,391934,PMC2718810::span:16177:16180,11,11,63,66,IL-4,391938,PMC2718810::span:16274:16277,30,30,160,163,Th17
PMC6115497,"Tfh cells produce high levels of IL-21 to stimulate B cell survival and differentiation, thus production of IL-21 is often used as a surrogate marker for Tfh cells.",19051,InducingCytokine,inducing_cytokine,3,-1,CK284ADEA6187E1FF3:CK284ADEA6187E1FF3,CT954E3C2D0B390922:CTE9F6070561C95355,419040,PMC6115497::span:19159:19163,18,18,108,112,IL-21,419041,PMC6115497::span:19051:19053,0,0,0,2,Tfh
PMC4581081,"Stratification analysis indicated that AMR (Acute antibody mediated acute rejection), AR (acute rejection) and CR (chronic rejection) groups displayed greater number of CD4+IFN-γ−IL-17+ Th17, CD4+IFN-γ+IL-17− Th1 and CD4+IFN-γ+IL-17+ Th1/17 cells as well as high level of serum IL-2, IFN-γ, TNF-α and IL-17.",1252,InducingCytokine,inducing_cytokine,3,-1,CK4D687600656CECF1:CKD21834C7D75FD77F,CTC3A8C3CBC245616A:CTC3A8C3CBC245616A,395686,PMC4581081::span:1530:1533,47,47,278,281,IL-2,395691,PMC4581081::span:1461:1463,34,34,209,211,Th1
PMC6351325,"MDSC also produces immunosuppressive cytokines such as IL-10 and TGF-beta, induces T regulatory cells (Tregs), affects Natural Killer (NK) cell function, and uses other suppressive mechanisms.",3871,InducingCytokine,inducing_cytokine,3,-1,CK3A3EC71E6A0C53F0:CKC5CC1A269C01EC48,CT7AC25DF3B0DDF9BE:CTB574584AD019ABB8,368334,PMC6351325::span:3926:3930,7,7,55,59,IL-10,368337,PMC6351325::span:3974:3978,18,18,103,107,Tregs
PMC2118518,"Another possible explanation for increased Th17 differentiation is augmented signal transduction from TGFβR and/or IL-6R. To address this possibility, freshly isolated Th cells were stimulated with TGFβ1 and IL-6, and the activation of proximal signal transduction components were examined by Western analysis.",16964,InducingCytokine,inducing_cytokine,3,-1,CK8F56B71F76CE01E4:CKFD4CA0B2B4BC3AE4,CTBFBDE5121B6748D1:CTBFBDE5121B6748D1,418451,PMC2118518::span:17162:17166,27,27,198,202,TGFβ1,418453,PMC2118518::span:17007:17010,5,5,43,46,Th17
PMC3694849,"Microarray analysis of TCR (anti-CD3/CD28) stimulated DN T cells indicated that these cells are multifunctional and upregulate genes with marked similarity to CD4 T cells, such as immune genes associated with Th1 (IFNγ), Th2 (IL4, IL5, IL13, CD40L), Th17 (IL17, IL22) and TFH (IL21, ICOS, IL6) function, chemokines such as CXCL9 and CXCL10 and transcription factors known to be actively regulated in CD4 T cells.",751,InducingCytokine,inducing_cytokine,3,-1,CK4A507F3E76F47218:CK4A507F3E76F47218,CT954E3C2D0B390922:CTE9F6070561C95355,421282,PMC3694849::span:1074:1078,72,72,323,327,CXCL9,421287,PMC3694849::span:1023:1025,59,59,272,274,TFH
PMC3854709,"We observed a significant decrease of IFN-γ/TNF-α Th1 cytokines and an increase of IL-4/IL-10 Th2 cytokines expression in the hBM-MSCs or minocycline treatment groups compared with the PBS-treatment group (IFN-γ: P = 0.010, PBS versus hBM-MSCs treatment; P = 0.005, PBS versus minocycline treatment; TNF-α: P = 0.042, PBS versus hBM-MSCs treatment; P = 0.009, PBS versus minocycline treatment; IL-4: P = 0.004, PBS versus hBM-MSCs treatment; P = 0.001, PBS versus minocycline treatment; IL-10: P = 0.022, PBS versus hBM-MSCs treatment; P = 0.008, PBS versus minocycline treatment) (Figure ).",28617,InducingCytokine,inducing_cytokine,3,-1,CK17B5F6B486C9539B:CK6FE135B3F86FB707,CTC3A8C3CBC245616A:CTC3A8C3CBC245616A,388645,PMC3854709::span:29011:29014,86,86,394,397,IL-4,388647,PMC3854709::span:28667:28669,7,7,50,52,Th1
PMC2821929,"IFN-γ is typically produced by NK cells, NKT cells, TH1 cells and T CD8+ cells , .",22914,InducingCytokine,inducing_cytokine,3,-1,CK1B71668FDDECE3CF:CK128EC732B281BF60,CTC3A8C3CBC245616A:CTC3A8C3CBC245616A,393832,PMC2821929::span:22914:22918,0,0,0,4,IFN-γ,393834,PMC2821929::span:22966:22968,11,11,52,54,TH1
PMC5127564,"As presented in , DCs exposed to the probiotic reference strain S. boulardii induced high levels of T cell IFNγ secretion, low but detectable IL-17 secretion, and robust IL-10 secretion, suggesting a S. boulardii induced T cell response composed of IFNγ secreting TH1 cells, IL-17 secreting TH17 cells, as well as IL-10 secreting Treg cells.",20467,InducingCytokine,inducing_cytokine,3,-1,CKF88B95F709297E33:CK128EC732B281BF60,CTC3A8C3CBC245616A:CTC3A8C3CBC245616A,423925,PMC5127564::span:20574:20577,19,19,107,110,IFNγ,423931,PMC5127564::span:20731:20733,45,45,264,266,TH1
PMC6054970,"Instead, excessive Ox40 signals drive human CD4+ T cell differentiation toward Tfh cells and contribute to autoimmunity by increasing Tfh responses ().

",8033,InducingCytokine,inducing_cytokine,3,1,CK24E8CEC243B11281:CK24E8CEC243B11281,CTE9F6070561C95355:CTE9F6070561C95355,386071,PMC6054970::span:8052:8055,3,3,19,22,Ox40,386073,PMC6054970::span:8167:8169,21,21,134,136,Tfh
PMC4620557,"Cells were cultured in complete Iscove’s Modified Dulbecco’s medium [cIMDM; IMDM (12440053, Life Technologies), 10% FBS (26140079, Life Technologies), 1% Penicillin-Streptomycin (15140122, Life Technologies), 0.05% BME (BP176, Fisher Scientific)] and plated on αCD3 (BDB553057, Fisher Scientific) and αCD28 (BDB553294, Fisher Scientific) under TH1 polarizing conditions (IL-12, αIL-4, and IL-2) as described previously.",20948,InducingCytokine,inducing_cytokine,3,1,CK04FD0805168B608B:CKB4EB2D2CC8BBB93D,CTC3A8C3CBC245616A:CTC3A8C3CBC245616A,788023,PMC4620557::span:21319:21323,74,74,371,375,IL-12,788025,PMC4620557::span:21292:21294,70,70,344,346,TH1
PMC4257504,"Proinflammatory cytokines differentially affect cytokine production by Th0, Th1, and iTreg cells
We addressed whether the inhibitory effects of IL-6, IL-12, and IL-27 upon cytokine production were a unique feature of iTreg cells, or were common to other CD4+ T cell populations capable of producing IFN-γ, GM-CSF, and TNF-α ().",20696,InducingCytokine,inducing_cytokine,3,-1,CK04FD0805168B608B:CKB4EB2D2CC8BBB93D,CTBDDE0043F47EDCC1:CTBDDE0043F47EDCC1,812485,PMC4257504::span:20846:20850,24,24,150,154,IL-12,812490,PMC4257504::span:20767:20769,7,7,71,73,Th0
PMC3125210,"Moreover, ICOS/ICOSL signalling as well as TGF-β production by DCs has also been implicated in driving Tr1 differentiation.

",4779,InducingCytokine,inducing_cytokine,3,1,CKC59F8990F767EBD4:CKFD4CA0B2B4BC3AE4,CTCFE1C3AA9D550DBC:CT301EB268E263D718,735390,PMC3125210::span:4822:4826,9,9,43,47,TGF-β,735391,PMC3125210::span:4882:4884,19,19,103,105,Tr1
PMC5783516,"It can downregulate the development of T helper type 17 (Th17) cells and then inhibit autoimmune inflammation in other autoimmune diseases (,) and may occur in type 1 cytokine [interferon-γ (IFN-γ), tumor necrosis factor-a (TNF-α) and IL-2 mediated]/type 17 (IL-17A and IL-17F mediated) and type 2 [IL-4, transforming growth factor (TGF)-β mediated] immune-inflammatory diseases.
",2435,InducingCytokine,inducing_cytokine,3,-1,CKAC161AC6FC8FF1BE:CK08F84BE8FE5B04F8,CTBFBDE5121B6748D1:CTBFBDE5121B6748D1,844871,PMC5783516::span:2694:2699,52,52,259,264,IL-17A,844876,PMC5783516::span:2492:2495,11,11,57,60,Th17
PMC3989236,"To see whether the additive activation of B cells is associated by specific T helper cell activity major T cell-related cytokines; IFNγ, IL-2 (Th1), IL-17A, IL-21 and IL-22 (Th17), and IL-4 (Th2), were measured in supernatants of the co-cultures.",22375,InducingCytokine,inducing_cytokine,3,-1,CKAD8334A7AD4B4D2F:CK6FE135B3F86FB707,CTC3A8C3CBC245616A:CTC3A8C3CBC245616A,750288,PMC3989236::span:22560:22563,41,41,185,188,IL-4,750290,PMC3989236::span:22518:22520,28,28,143,145,Th1
PMC5290950,"To induce T cell differentiation into Th effector cells, naïve CD4+ T cells from the spleen were incubated with the following agents: Th1, IL-2 (20 ng/ml), IL-12 (10 ng/ml), IFN-γ (10 ng/ml), anti-IL-4 (10 μg/ml); Th2, IL-2 (20 ng/ml), IL-4 (10 ng/ml), anti-IFN-γ (10 μg/ml), and anti-IL-12 (10 μg/ml); and Th17, IL-6 (20 ng/ml), TGF-β (2.5 ng/ml), anti-IFN-γ (2 μg/ml), anti-IL-4 (2 μg/ml), soluble anti-CD28 (1 μg/ml), soluble anti-CD3 (0.25 μg/ml), and plate-bound anti-hamster IgG (0.12 μg/ml).",32412,InducingCytokine,inducing_cytokine,3,-1,CK4D687600656CECF1:CKD21834C7D75FD77F,CTE7B12DC660323A0E:CTE7B12DC660323A0E,777525,PMC5290950::span:32551:32554,27,27,139,142,IL-2,777534,PMC5290950::span:32626:32628,61,61,214,216,Th2
PMC2842905,They concluded that E. multilocularis induces a Th2 response upon IL-4 release from basophils.,14085,InducingCytokine,inducing_cytokine,3,1,CKAD8334A7AD4B4D2F:CK6FE135B3F86FB707,CTE7B12DC660323A0E:CTE7B12DC660323A0E,813250,PMC2842905::span:14151:14154,10,10,66,69,IL-4,813251,PMC2842905::span:14133:14135,7,7,48,50,Th2
PMC4821255,"The key cytokines resulting in the induction of IL-17A expressed within the SEM is largely in agreement with that expected from experimental studies [] but the SEM did not explain all of the variation observed in IL-17A nor did it implicate any cytokines in the upregulation of IL-17F. The SEM indicated that IL-17A production potentially started with IL-1β which had a positive effect on IL-6 and in turn stimulated IL-17A. IL-1β combined with IL-6, a STAT3 activator, are important for Th17 cell differentiation.",30770,InducingCytokine,inducing_cytokine,3,1,CK08F84BE8FE5B04F8:CK08F84BE8FE5B04F8,CTBFBDE5121B6748D1:CTBFBDE5121B6748D1,769056,PMC4821255::span:31079:31084,53,53,309,314,IL-17A,769061,PMC4821255::span:31258:31261,83,83,488,491,Th17
PMC5964556,"Thus, IL-37 may exert an anti-inflammatory function in the mouse model of viral myocarditis through mediating a balance between Th17 cells and Treg cells,
Using an EAM mouse model, Yan et al. [] revealed that the expression miR-155, a type of microRNA that is closely related to the immune system, was greatly upraised in CD4+ T cells and in the cardiac muscle tissue of the EAM mice; meanwhile, there was a proliferative and functional imbalance between the Tregs and Th17 cells resulting from the active induction and proliferation of Th17 cells and an elevated resistance of Th17 cells to Treg-exerted suppression.",12947,InducingCytokine,inducing_cytokine,3,-1,CK358E3E1F84AE86D7:CK358E3E1F84AE86D7,CTBFBDE5121B6748D1:CTBFBDE5121B6748D1,773256,PMC5964556::span:12953:12957,2,2,6,10,IL-37,773257,PMC5964556::span:13075:13078,22,22,128,131,Th17
PMC5695821,The impact of the inhibitor on Th17 development was also evident by intracellular IL-17A staining of Th17 cells after 72 hrs of differentiation.,28081,InducingCytokine,inducing_cytokine,3,-1,CK08F84BE8FE5B04F8:CK08F84BE8FE5B04F8,CTBFBDE5121B6748D1:CTBFBDE5121B6748D1,839554,PMC5695821::span:28163:28168,13,13,82,87,IL-17A,839556,PMC5695821::span:28182:28185,16,16,101,104,Th17
PMC5374155,"As IL-23 induces both STAT3 and STAT4 in Th17 cells, the enhancing effect of IL-23 on IL-22 induction from both Th22 and Th17 cells might be partly explained by acquisition of IL-23-mediated Th1 competence in these cells.",68460,InducingCytokine,inducing_cytokine,3,-1,CK128EF9AC08AC594D:CK9EDC256C75A00BC5,CTBFBDE5121B6748D1:CTBFBDE5121B6748D1,808984,PMC5374155::span:68537:68541,16,16,77,81,IL-23,808987,PMC5374155::span:68581:68585,24,25,121,125,Th17 
PMC5374155,It is likely that IL-22-expressing Th17 cells are a distinct population compared to IL-22 expressing Th22 cells as inhibition of TGFβ signaling during infectious colitis specifically depletes IL-22-producing Th17 cells but increases the frequency of IL-22-producing Th22 cells ().,68800,InducingCytokine,inducing_cytokine,3,-1,CK11E7510FEB7B6A94:CK3FDAFD137F96385F,CTBFBDE5121B6748D1:CTBFBDE5121B6748D1,809281,PMC5374155::span:68884:68888,14,14,84,88,IL-22,809283,PMC5374155::span:68835:68839,5,6,35,39,Th17 
PMC5374155,"However, the possibility that some Th17 cells simply transitioned to Th1 and lost the capacity to produce IL-17A was not ruled out in this study.",83624,InducingCytokine,inducing_cytokine,3,-1,CKAC161AC6FC8FF1BE:CK08F84BE8FE5B04F8,CTBFBDE5121B6748D1:CTBFBDE5121B6748D1,816708,PMC5374155::span:83730:83735,19,19,106,111,IL-17A,816709,PMC5374155::span:83659:83663,6,7,35,39,Th17 
PMC5466736,"AChR: acetylcholine receptor; APC: antigen-presenting cell; B7AP: B7 antisense peptide; Bimolecular peptide inhibitor; CNS: central nervous system; DC: dendritic cell; GM-CSF: granulocyte macrophage-colony stimulating factor; IDO: indoleamine 2,3-dioxygenase; iTr35: induced T-regulatory 35 cell; IFN-γ: interferon gamma; MG: myasthenia gravis; MS: multiple sclerosis; N3: Notch 3 receptor; IL: interleukin; Teff: effector T cell; TFH: follicular helper T cell; TFR: regulatory T follicular cell; TGF-β: transforming growth factor beta: Tr1: T-regulatory 1 cell; Treg: T-regulatory cell

IL-10 mediated suppression is regarded as a main mechanism of Treg suppression.",28495,InducingCytokine,inducing_cytokine,3,-1,CK128EC732B281BF60:CK128EC732B281BF60,CTCFE1C3AA9D550DBC:CT301EB268E263D718,845404,PMC5466736::span:28792:28796,58,58,297,301,IFN-γ,845413,PMC5466736::span:29032:29034,110,110,537,539,Tr1
PMC5732693,"105 MACS-isolated or FACS-sorted (CD4+CD8-CD25-CD44loCD62Lhi; for Th2 differentiation) and CFSE-labeled CD4+CD25- cells were cultured with 1 x 105, 0.5 x 105 or 0.25 x 105 FACS sorted Id3hi or Id3lo Treg cells (CD4+CD8-CD25+CD44hi) from spleens of IL2/IL2mAb treated Id3GFP/+ mice in the presence of 2.5 μl (Th1, Th2) or 5 μl (Th17, Th2 differentiation) CD3/CD28 activator beads (life technologies) under the following conditions: Th1: IL-12 (5 ng/ml, Peprotech), anti-IL-4 (10 ng/ml, ebioscience); Th2 (proliferation): IL-4 (20 ng/ml, Peprotech), anti-IL-12 (10 ng/ml, ebioscience), anti-IFN-γ (10 ng/ml, ebioscience); Th2 (differentiation): IL-4 (100 ng/ml, Peprotech), IL2 (50U), anti-IL12 (10 ng/ml, ebioscience), anti-IFNγ (10 ng/ml, ebioscience), anti-CD28 (1μg/ml); Th17: IL-6 (20 ng/ml, Peprotech), TGF-β (5 ng/ml, R&D), anti-IL-4 (10 ng/ml, ebioscience), anti-IFN-γ (10 ng/ml, Peprotech).",46952,InducingCytokine,inducing_cytokine,3,-1,CK04FD0805168B608B:CKB4EB2D2CC8BBB93D,CTE7B12DC660323A0E:CTE7B12DC660323A0E,844022,PMC5732693::span:47388:47392,86,86,436,440,IL-12,844028,PMC5732693::span:47018:47020,12,12,66,68,Th2
PMC3387179,"The effects of IL-15 on NK, NKT, and T cells include: to promote the development, survival, and activation of NK and NKT cells , , , , ; control the induction of CD4+ memory T cells, as well as the survival and proliferation of activated naïve and memory CD8+ T cells , , ; and induce interferon-gamma (IFN-γ) production, cytotoxicity, and perforin/granzyme expression in both NK cells and CD8+ T cells and TNF-α in CD8+ T cells , , , .",18206,InducingCytokine,inducing_cytokine,3,-1,CK1B71668FDDECE3CF:CK128EC732B281BF60,CTA24AFB5E1D6F58C6:CT1C58993C5B5BD3B8,741806,PMC3387179::span:18509:18513,68,68,303,307,IFN-γ,741810,PMC3387179::span:18373:18380,39,40,167,174,memory T
PMC3282767,"Similar to the findings in mouse studies, TGF-β and IL-4 induced the differentiation of human Th9 cells in vitro; and IL-1β, IL-6, IL-10, IFN-α, IFN-β or IL-21 could augment Th9 differentiation, while IFN-γ and IL-27 partially suppressed Th9 differentiation .",21520,InducingCytokine,inducing_cytokine,3,1,CK9F6C33DA9C947C32:CK9F6C33DA9C947C32,CT6972E212EE0037B5:CT6972E212EE0037B5,833735,PMC3282767::span:21665:21669,30,30,145,149,IFN-β,833740,PMC3282767::span:21694:21696,35,35,174,176,Th9
PMC6036249,"Moreover, while wild-type iNKT cells produce both IL-4 and IFN-γ, T cells from Vα14-Jα18 TCRα transgenic mice produce high levels of IL-4, but little IFN-γ following stimulation with αCD3 ().",16246,InducingCytokine,inducing_cytokine,3,-1,CKAD8334A7AD4B4D2F:CK6FE135B3F86FB707,CT47667978DACC1BA7:CT459998F048BE65F2,833090,PMC6036249::span:16296:16299,10,10,50,53,IL-4,833094,PMC6036249::span:16272:16275,6,6,26,29,iNKT
PMC4618596,"To assess the role of PD-L1 in IL-25-dependent suppression of Th17 responses, we asked whether IL-25 is involved in the expression of PD-L1 on hMSCs.",10855,InducingCytokine,inducing_cytokine,3,-1,CK1A3D9956EEABBF99:CK1A3D9956EEABBF99,CTBFBDE5121B6748D1:CTBFBDE5121B6748D1,758033,PMC4618596::span:10950:10954,18,18,95,99,IL-25,758034,PMC4618596::span:10917:10920,12,12,62,65,Th17
PMC5222918,"Interestingly, there were high levels of IFN-γ production in the LLNs of mice receiving TH9 cell transfer, indicating that not only was IFN-γ derived from host cells but also that transferred TH9 cells induced activation of host immune effector cells.",18096,InducingCytokine,inducing_cytokine,3,-1,CK128EC732B281BF60:CK128EC732B281BF60,CT6972E212EE0037B5:CT6972E212EE0037B5,775246,PMC5222918::span:18232:18236,24,24,136,140,IFN-γ,775248,PMC5222918::span:18288:18290,33,33,192,194,TH9
PMC5743650,"Nonetheless, the ability of NKT cells activated by αGalCer variants to steer desirable downstream effector functions, such as NK cells, cytotoxic T cells, Th1 and Th17 cells, γδ T cells, IFN-γ, and direct lysis of myeloid lineage cells may underlie the outcome (, ).",17180,InducingCytokine,inducing_cytokine,3,-1,CK1B71668FDDECE3CF:CK128EC732B281BF60,CTC81C74E7FEBECC5F:CT231C4EC31B01615E,754783,PMC5743650::span:17367:17371,37,37,187,191,IFN-γ,754785,PMC5743650::span:17316:17326,23,24,136,146,cytotoxic T
PMC3621165,"CR and spice compounds, either alone or combined, had no effect on the proportion of CD4+ T cell subsets Th1 (IFN-γ), Th2 (IL-4, IL-10), Th17 (IL-17), and Treg cells (CD4+CD25+Foxp3+) (Figure ).

",19088,InducingCytokine,inducing_cytokine,3,-1,CK3A3EC71E6A0C53F0:CKC5CC1A269C01EC48,CTC3A8C3CBC245616A:CTC3A8C3CBC245616A,798152,PMC3621165::span:19217:19221,31,31,129,133,IL-10,798154,PMC3621165::span:19193:19195,22,22,105,107,Th1
PMC3621165,"Splenocytes were stimulated with 50 ng/ml PMA and 500 ng/ml ionomycin in the presence of Golgi Stop for 4 h. After that, appropriate surface and intracellular stainings were performed to identify CD4+ T cell subpopulations as defined by their cytokine production pattern: Th1 (IL-2 and IFN-γ) (A), Th2 (IL-4 and IL-10) (B), Th17 (IL-17) (C), and Treg (CD4+CD25+Foxp3+) (D) using flow cytometry.",19348,InducingCytokine,inducing_cytokine,3,-1,CKD21834C7D75FD77F:CKD21834C7D75FD77F,CTBFBDE5121B6748D1:CTBFBDE5121B6748D1,798376,PMC3621165::span:19625:19628,54,54,277,280,IL-2,798383,PMC3621165::span:19672:19675,72,72,324,327,Th17
PMC3266900,"Additional studies demonstrated that this phenomenon is specifically dependent on soluble factors, like IL-4 and IFNγ, which are produced by NKT cells.",459,InducingCytokine,inducing_cytokine,3,-1,CKF88B95F709297E33:CK128EC732B281BF60,CT459998F048BE65F2:CT459998F048BE65F2,825453,PMC3266900::span:572:575,16,16,113,116,IFNγ,825454,PMC3266900::span:600:602,22,22,141,143,NKT
PMC6100207,"Consequently, Tfr cells limit Tfh cell activation by limiting IL-1 availability within the GC ().",21486,InducingCytokine,inducing_cytokine,3,-1,CK1263E6D5EE18532E:CK1E538D2D92F213B3,CTE9F6070561C95355:CTE9F6070561C95355,743248,PMC6100207::span:21548:21551,10,10,62,65,IL-1,743249,PMC6100207::span:21516:21518,5,5,30,32,Tfh
PMC3043090,"In addition to IL-17A, IL-17F and IL-26, Th17 cells produce cytokines shared with other Th cell subsets such as IL-22 and IFN-γ , .",3013,InducingCytokine,inducing_cytokine,3,-1,CKD2893386D1FC1328:CKBA257A42EC57B221,CTB7DFCED683E6F0A9:CTB7DFCED683E6F0A9,800513,PMC3043090::span:3036:3041,5,5,23,28,IL-17F,800518,PMC3043090::span:3101:3102,16,16,88,89,Th
PMC4143962,"As the Th17 chemoattractant CCL20 were the most increased in adipose tissue (), we studied the effect of CCL20 on the accumulation of Th17 cells in adipose tissue using CCL20 neutralization.",10875,InducingCytokine,inducing_cytokine,3,-1,CK710AB1626CA61879:CK710AB1626CA61879,CTBFBDE5121B6748D1:CTBFBDE5121B6748D1,736978,PMC4143962::span:11044:11048,31,31,169,173,CCL20,736980,PMC4143962::span:11009:11012,25,25,134,137,Th17
PMC4473539,"We next analyzed the numbers of IFN-γ and FOXP3 expressing T cells and found that CD4-Cre; Ezh2fl/fl mice expressed fewer IFN-γ positive Th cells and elevated numbers of FOXP3 expressing Th cells compared with wild type animals, in contrast with our findings in vitro ().",17327,InducingCytokine,inducing_cytokine,3,-1,CK128EC732B281BF60:CK128EC732B281BF60,CTB7DFCED683E6F0A9:CTB7DFCED683E6F0A9,1537874,PMC4473539::span:17359:17363,6,6,32,36,IFN-γ,1537873,PMC4473539::span:17514:17515,33,33,187,188,Th
PMC6060849,"Similar to T helper cells, ILCs are classified on the basis of expression of master transcription factors and effector cytokines, with group 1 ILCs (ILC1) relying on the transcription factor TBET for production of IFN-γ, ILC2 on GATA3 for production of IL-5 and IL-13, and ILC3 on retinoid-related orphan receptor γt (RORγt) and aryl hydrocarbon receptor (AHR) for production of IL-17 and IL-22 [].",1205,InducingCytokine,inducing_cytokine,3,-1,CK3FDAFD137F96385F:CK3FDAFD137F96385F,CTCC4CF8EAB76DFC68:CTB7DFCED683E6F0A9,2677648,PMC6060849::span:1594:1598,74,74,389,393,IL-22,2677643,PMC6060849::span:1216:1223,2,3,11,18,T helper
