id,src,sym,lbl,spid,extid,priority,prefid,enabled
CK793C884ECEBA0795,ckr,Cytokine Zcyto22,IL-28b,1,CID_123,50,CK929AC982C48405F7,True
CK71F03DAEC8C6CB7E,ckr,Cytokine Zcyto7,IL-17b,1,CID_104,50,CK5E997BFADCF6314F,True
CK7D6A5D19D9C1F2E0,ckr,Cytokine receptor class-II member 1,IFNAR1,1,CID_264,50,CK37CB1DAB3C5B9FC7,True
CK98557BC76306C929,ckr,Cytokine receptor class-II member 10,IL22RA2,1,CID_267,50,CKDE46A9DE7901AEDE,True
CK3C11C0C04443612E,ckr,Cytokine receptor class-II member 12,IFNLR1,1,CID_268,50,CK49559C2ED5485E53,True
CK99F7CB5090D75F2E,ckr,Cytokine receptor class-II member 4,IL10RB,1,CID_265,50,CKFE1F3A35D5347FD2,True
CK9879F87593BFD58D,ckr,Cytokine receptor class-II member 8,IL-20Ra,1,CID_247,50,CK1A847C03A280D6DB,True
CKA5D4C9639B297906,ckr,Cytokine receptor class-II member 9,IL22RA1,1,CID_266,50,CK21321FCE17D8D86E,True
CKBED0CEB5303149C9,ckr,Cytokine receptor common subunit beta,CD131,1,CID_194,50,CK7A8DC4B6C20B6A79,True
CK0E5211BAACE417EE,ckr,Cytokine receptor common subunit gamma,CD132,1,CID_206,50,CK78062FD6718E9930,True
CK42339D79DBC0E032,ckr,Cytokine receptor family 2 member 1,IFNAR1,1,CID_264,50,CK37CB1DAB3C5B9FC7,True
CKBC9A303B0ED2F90C,ckr,Cytokine receptor family 2 member 10,IL22RA2,1,CID_267,50,CKDE46A9DE7901AEDE,True
CK50DC66D66D6DF31F,ckr,Cytokine receptor family 2 member 12,IFNLR1,1,CID_268,50,CK49559C2ED5485E53,True
CK5C4839DB6D3F8D48,ckr,Cytokine receptor family 2 member 4,IL10RB,1,CID_265,50,CKFE1F3A35D5347FD2,True
CK5376BBD42CB77E6B,ckr,Cytokine receptor family 2 member 8,IL-20Ra,1,CID_247,50,CK1A847C03A280D6DB,True
CKB7476F2BCA95ADB0,ckr,Cytokine receptor family 2 member 9,IL22RA1,1,CID_266,50,CK21321FCE17D8D86E,True
CKCD4FF673375AAA3D,ckr,"Cytokine receptor family type 2, soluble 1",IL22RA2,1,CID_267,50,CKDE46A9DE7901AEDE,True
CKBC3503E654791DC1,ckr,Cytokine synthesis inhibitory factor,IL-10,1,CID_93,50,CK8F843985B9BF76B8,True
CK8DA2CADEDD6609F8,ckr,Cytotoxic T-lymphocyte-associated antigen 8,IL-17a,1,CID_103,50,CK7E93E453FF75508D,True
CKC6952A043066AF6E,ckr,Cytotoxic lymphocyte maturation factor 35 kDa subunit,IL-12A,1,CID_96,50,CKA8881EA1E74968B6,True
CK11192255D665C64D,ckr,Cytotoxic lymphocyte maturation factor 40 kDa subunit,IL-12B,1,CID_97,50,CK90EFCE7D1CA4474C,True
CK096BE72BA8B27451,ckr,D factor,LIF,1,CID_136,50,CK522138F0E1D5990E,True
CK4C8CF5D8A17C7036,ckr,D-factor/LIF receptor,CD118,1,CID_223,50,CKA076F0D7E6477C83,True
CK0C88F50703387726,ckr,D12S370,LTbR,1,CID_224,50,CKC2F128B7DD5A1D0B,True
CK8414065072C2C2B5,ckr,D17S136E,CCL5,1,CID_31,50,CK0D7683E9D0A83168,True
CK5D67D20EBF7A3E70,mygene,D17S136E,CCL5,1,6352,40,CK0D7683E9D0A83168,False
CK4C1458E597A1F3E4,ckr,D17S1718,CCL3L3,1,CID_5,50,CK97C4EAE024973AF6,True
CK85A920AB035D7087,ckr,D17S1718,CCL3L1,1,CID_3,50,CK97C4EAE024973AF6,False
CK1044937A8541B800,mygene,D17S1718,CCL3L3,1,414062,40,CK97C4EAE024973AF6,False
CK10F6A07A7F5B6BB4,mygene,D17S1718,CCL3L1,1,6349,40,CK97C4EAE024973AF6,False
CK30DE1A05E0D0EC6B,ckr,D1S166E,CD30,1,CID_183,50,CKD3B51F5F23CC685C,True
CK532C78235D43685C,ckr,D21S58,IL10RB,1,CID_265,50,CKFE1F3A35D5347FD2,True
CK2DCAC2D2F54C5A40,ckr,D21S66,IL10RB,1,CID_265,50,CKFE1F3A35D5347FD2,True
CK1748CBE94E804F6C,ckr,D2S1473,CD121a,1,CID_203,50,CKBE09F77CDED069D5,True
CK4DF986DC0C950893,ckr,D2S201E,CXCR4,1,CID_234,50,CKB909A938F2C46E85,True
CK5619995975847A93,ckr,D3F15S2,MST1,1,CID_274,50,CK180162CC58C7FABF,True
CKD933DB2F5E1FF334,ckr,DC-CK1,CCL18,1,CID_18,50,CKADBB0F598A2D37DF,True
CKDA0DFA273417B0F9,mygene,DC-CK1,CCL18,1,6362,40,CKADBB0F598A2D37DF,False
CK1987B21B3084266A,ckr,DC/B-CK,CCL22,1,CID_23,50,CKF8E63AE3F5A68E1C,True
CKA0A106765CCC80B7,mygene,DC/B-CK,CCL22,1,6367,40,CKF8E63AE3F5A68E1C,False
CKE1463C495AD5B45D,ckr,DCCK1,CCL18,1,CID_18,50,CKADBB0F598A2D37DF,True
CK18B0A32646EFA328,mygene,DCCK1,CCL18,1,6362,40,CKADBB0F598A2D37DF,False
CKB4726709BAF4018C,ckr,DCR1,TRAILR3,1,CID_240,50,CKF5ED48D3FCCD4457,True
CK03AF244BB785DABF,ckr,DCR1-TNFR,TRAILR3,1,CID_240,50,CKF5ED48D3FCCD4457,True
CK552CAD541FA3FB9E,ckr,DCR2,CCR6,1,CID_189,50,CKFD0F253EB33B13FE,True
CK70CB4476AD38F0D4,ckr,DCR2,TRAILR4,1,CID_239,50,CKFD0F253EB33B13FE,False
CK7DD901B0AE9BDFEC,ckr,DDR3,Apo3,1,CID_235,50,CK7E1F45488AA2228E,True
CK4DD6D5B173B341FF,ckr,DER6,MIF,1,CID_143,50,CK37CF1D39EF9D8433,True
CK2D0DFB33C5A5AD67,ckr,DFNB39,HGF,1,CID_65,50,CK01AA93181DDC203F,True
CKF62195DC4780954C,ckr,DIA,LIF,1,CID_136,50,CK522138F0E1D5990E,True
CK740655EA74CFC2B1,mygene,DIA,LIF,1,3976,40,CK522138F0E1D5990E,False
CK1733B7581685A2BC,ckr,DIF,TNF-α,1,CID_174,50,CK34540B3AD7A90FCA,True
CKDA7BA85525107825,ckr,DIRA,IL-1RA,1,CID_86,50,CK5898940A9125FE21,True
CK14AC757D787590D6,ckr,DIRS1,IL-20Rb,1,CID_248,50,CK442A23484BDA7E0B,True
CKAD748100455735B6,ckr,DMC,CXCL17,1,CID_45,50,CKCBA53E84B69587DA,True
CKF1FB96F437DB4728,mygene,DMC,CXCL17,1,284340,40,CKCBA53E84B69587DA,False
CK73CC90D8F3316C1A,ckr,DNF15S2,MST1,1,CID_274,50,CK180162CC58C7FABF,True
CK792CE7DCA91BF9CB,ckr,DPD1,TGFβ1,1,CID_163,50,CKCD91C6BCCEC909D6,True
CK3272A6DC8336D76B,ckr,DR3,Apo3,1,CID_235,50,CK7E1F45488AA2228E,True
CK86E0FA17A7E3A926,ckr,DR3LG,TNFSF12,1,CID_167,50,CK226F49DDC836CAF8,True
CK6A27336AB198C2C0,ckr,DR4,TRAILR1,1,CID_242,50,CK9C2121DFD0FF05FF,True
CKFBF729B098ECE276,ckr,DR5,TRAILR2,1,CID_241,50,CK5EDB90CADEA1C803,True
CKE724BECC5FE5CDD2,mygene,DRBF,IL-F3,1,3609,40,CK4DE7399CA57260FA,True
CK705603CE7BA9961E,mygene,DRBP76,IL-F3,1,3609,40,CK4DE7399CA57260FA,True
CK4575971178E31780,ckr,DRY6,CCR6,1,CID_189,50,CKFD0F253EB33B13FE,True
CK04224A9A235CD90B,ckr,DTL,BAFF,1,CID_1,50,CK5CDFBE1F63EC9BFD,True
CK1CB5B1095A714D0F,ckr,DVS27,IL-33,1,CID_128,50,CK621B34672BE37D14,True
CKE30E44AEB798ADD9,mygene,DVS27,IL-33,1,90865,40,CK621B34672BE37D14,False
CKFE3C526C840084F4,ckr,DcR1,TRAILR3,1,CID_240,50,CKF5ED48D3FCCD4457,True
CKF5F5754FF796FD6F,ckr,DcR2,TRAILR4,1,CID_239,50,CKDA8D3E3754E276D5,True
CK49372CA94CC10AD2,ckr,Dcip1,CXCL17,1,CID_45,50,CKCBA53E84B69587DA,True
CKBA8ED8126F3C6F20,ckr,Dcip1,CXCL3,1,CID_47,50,CKCBA53E84B69587DA,False
CKAC8FDCB1F8308015,mygene,Dcip1,CXCL17,1,284340,40,CKCBA53E84B69587DA,False
CKF6C2138695570501,ckr,Death receptor 3,Apo3,1,CID_235,50,CK7E1F45488AA2228E,True
CK46A2006C7560ACF1,ckr,Death receptor 4,TRAILR1,1,CID_242,50,CK9C2121DFD0FF05FF,True
CK7AFF31CEA47A242D,ckr,Death receptor 5,TRAILR2,1,CID_241,50,CK5EDB90CADEA1C803,True
CK9215CD8785E926D1,ckr,Decoy TRAIL receptor without death domain,TRAILR3,1,CID_240,50,CKF5ED48D3FCCD4457,True
CK25B84DF74A7A4A45,ckr,Decoy receptor 1,TRAILR3,1,CID_240,50,CKF5ED48D3FCCD4457,True
CKE1994D07A29EE5BE,ckr,Decoy receptor 2,TRAILR4,1,CID_239,50,CKDA8D3E3754E276D5,True
CK6DEF0DFC477A1FE5,ckr,Dendritic cell and monocyte chemokine-like protein,CXCL17,1,CID_45,50,CKCBA53E84B69587DA,True
CKB332341428C2354D,ckr,Dendritic cell chemokine 1,CCL18,1,CID_18,50,CKADBB0F598A2D37DF,True
CKBD2171A0EF66EE85,ckr,Dendritic cell-derived TNF-like molecule,BAFF,1,CID_1,50,CK5CDFBE1F63EC9BFD,True
CK31149EBC200E0CC6,ckr,Differentiation-stimulating factor,LIF,1,CID_136,50,CK522138F0E1D5990E,True
CKBC6FD90C28126026,mygene,E4BP4,NFIL3,1,4783,40,CKC22F8CE8EA750BD6,True
CK1599D08C9C1E43EA,ckr,EBI1,CCR7,1,CID_190,50,CKC2564D535579EF3B,True
CK036D6EFB4087B65D,ckr,EBI1 ligand chemokine,CCL19,1,CID_19,50,CK08D52E8455C6FB2D,True
CK887651BAF4F95098,ckr,EBI3,IL-27β,1,CID_121,50,CK589054BF11155594,True
CK6330B83CEA407C19,manual,EBI3,EBI3,1,,20,CK589054BF11155594,False
CK5FF48A055C1843A6,ckr,EBI3 ,IL-27β,1,CID_121,50,CK589054BF11155594,True
CK33D5D79731ACB057,ckr,EBV-induced G-protein coupled receptor 1,CCR7,1,CID_190,50,CKC2564D535579EF3B,True
CK83FF3452F5BD2F86,ckr,EBV-induced gene 3 protein,IL-27β,1,CID_121,50,CK589054BF11155594,True
CKFD8AA4D5712DD08A,ckr,ECGF,FGF1,1,CID_60,50,CK641B44B2224DCD0E,True
CKC80CB68874FC981E,ckr,ECGF-beta,FGF1,1,CID_60,50,CK641B44B2224DCD0E,True
CK2CAED5A458EE1E2E,ckr,ECGFA,FGF1,1,CID_60,50,CK641B44B2224DCD0E,True
CKC1B97F2A2B5A065F,ckr,ECGFB,FGF1,1,CID_60,50,CK641B44B2224DCD0E,True
CK426E3E4A0B1F235E,ckr,ECL,CCL21,1,CID_22,50,CKEF76A66FA7D4BCAF,True
CK34F009A79E7CA901,mygene,ECL,CCL21,1,6366,40,CKEF76A66FA7D4BCAF,False
CKB53C9BE6282BB6D4,manual,ECYT5,EPO,1,,20,CKEA706105D2A4E556,True
CK6D5F983B22BF7B96,ckr,EDF,IL-5,1,CID_132,50,CK8128F0BCAA907933,True
CK6220D3E4942C3F1D,mygene,EDF,IL-5,1,3567,40,CK8128F0BCAA907933,False
CK6D1E7715432EFBA8,ckr,EGF,EGF,1,CID_58,50,CK6D1E7715432EFBA8,True
CK92C288C8FB8FFFC8,manual,EGF,EGF,1,,20,CK6D1E7715432EFBA8,False
CK1D26A9B539E5980A,ckr,EGF ,EGF,1,CID_58,50,CK6D1E7715432EFBA8,True
CK976EE833CF67C361,ckr,EGF-like TGF,TGFα,1,CID_161,50,CK0A6596FE118E4553,True
CK5605A67BF56FF9F8,ckr,EGFR,EGFR,1,CID_261,50,CK5605A67BF56FF9F8,True
CKA16CF4EB316CA5E3,ckr,ELC,CCL19,1,CID_19,50,CK08D52E8455C6FB2D,True
CK06763EC1F57F06C8,mygene,ELC,CCL19,1,6363,40,CK08D52E8455C6FB2D,False
CKC02ACC0F2982EA74,ckr,ENA-78,CXCL5,1,CID_49,50,CKB103938EFB0C5F67,True
CK053C198C021F0779,mygene,ENA-78,CXCL5,1,6374,40,CKB103938EFB0C5F67,False
CK7F0729A0B0F1197F,ckr,ENA-78(1-78),CXCL5,1,CID_49,50,CKB103938EFB0C5F67,True
CK091EFEFF23964B7A,ckr,ENA-78(9-78),CXCL5,1,CID_49,50,CKB103938EFB0C5F67,True
CKD4832A3E4A48E57A,ckr,ENA78,CXCL5,1,CID_49,50,CKB103938EFB0C5F67,True
CKEA706105D2A4E556,ckr,EPO,EPO,1,CID_59,50,CKEA706105D2A4E556,True
CK90B694D572AE6689,manual,EPO,EPO,1,,20,CKEA706105D2A4E556,False
CK851E14467678ECD4,ckr,EPO ,EPO,1,CID_59,50,CKEA706105D2A4E556,True
CK0FFBF3BF36A43FC1,ckr,EPO-R,EpoR,1,CID_197,50,CKED4A7B7683CA7CF2,True
CK7F75E83A56B27427,ckr,EPOR,EpoR,1,CID_197,50,CKED4A7B7683CA7CF2,True
CK0D9E95C7E642EF37,ckr,ERBB,EGFR,1,CID_261,50,CK5605A67BF56FF9F8,True
CK045185AE15C67988,ckr,ERBB1,EGFR,1,CID_261,50,CK5605A67BF56FF9F8,True
CK558B8DD585B5E46B,ckr,ESK2,TGFBR1,1,CID_227,50,CK99D8B822EAC8889B,True
CK52A146E20FC84B6C,ckr,ESKINE,CCL27,1,CID_28,50,CK36ADAFF84720CEFE,True
CK894EEBF93EE7BFDC,mygene,ESKINE,CCL27,1,10850,40,CK36ADAFF84720CEFE,False
CK02B04623EC98C63F,ckr,ESS1,TGFBR1,1,CID_227,50,CK99D8B822EAC8889B,True
CK37FA59A8031D6E3E,ckr,ESkine,CCL27,1,CID_28,50,CK36ADAFF84720CEFE,True
CKED9E6D6F5ADA5E93,ckr,ETA-1,SPP1,1,CID_148,50,CKC1D6223BB1EAD3B3,True
CK6CC37865F4B3C1B8,ckr,ETGF,TGFα,1,CID_161,50,CK0A6596FE118E4553,True
CK97DAE3D727E34C9C,ckr,EVI1,CCR7,1,CID_190,50,CKC2564D535579EF3B,True
CKA8B4F0B16C48DDDF,ckr,Ebi1h,CCR7,1,CID_190,50,CKC2564D535579EF3B,True
CK4349BB883C667181,ckr,Emoctakin,CXCL8,1,CID_52,50,CKF5A92B42C98C65D0,True
CK2E10AFB7407459EC,ckr,Endothelial cell growth factor,FGF1,1,CID_60,50,CK641B44B2224DCD0E,True
CKF6EB0BE28C17D7D5,ckr,EoCP,CCL5,1,CID_31,50,CK0D7683E9D0A83168,True
CKEFB0A60E762388A0,ckr,Eosinophil chemotactic cytokine,CCL5,1,CID_31,50,CK0D7683E9D0A83168,True
CK9646A90F81C91FDE,ckr,Eosinophil chemotactic protein,CCL11,1,CID_11,50,CKC0C3C17D841A9E29,True
CK8E90545D8BEDDEC2,ckr,Eosinophil chemotactic protein 2,CCL24,1,CID_25,50,CK5BCCB922BC507D9D,True
CKDA907F6E5D85E0DA,ckr,Eosinophil differentiation factor,IL-5,1,CID_132,50,CK8128F0BCAA907933,True
CK02982F2608EFA6B8,ckr,Eosinophil eotaxin receptor,CCR3,1,CID_186,50,CKB0C55442865B0367,True
CK55D5D1A6C9A96947,ckr,Eotaxin,CCL11,1,CID_11,50,CKC0C3C17D841A9E29,True
CK30ED78CDDC9D4CF9,ckr,Eotaxin-2,CCL24,1,CID_25,50,CK5BCCB922BC507D9D,True
CK2205F935E3EE9928,ckr,Eotaxin-3,CCL26,1,CID_27,50,CK74D61C847C7C243C,True
CKB4095E58DD6D3EA0,ckr,Epidermal Growth Factor,EGF,1,CID_58,50,CK6D1E7715432EFBA8,True
CK3F70DA937D175CE8,ckr,Epidermal growth factor,EGF,1,CID_58,50,CK6D1E7715432EFBA8,True
CKF26BA8840417A51C,ckr,Epidermal growth factor receptor,EGFR,1,CID_261,50,CK5605A67BF56FF9F8,True
CK77BEC410AD9366CC,ckr,Epidermal_growth_factor,EGF,1,CID_58,50,CK6D1E7715432EFBA8,True
CK7F750BC5A7C3C665,ckr,Epithelial-derived neutrophil-activating protein 78,CXCL5,1,CID_49,50,CKB103938EFB0C5F67,True
CKED4A7B7683CA7CF2,ckr,EpoR,EpoR,1,CID_197,50,CKED4A7B7683CA7CF2,True
CK4F999AB5C1B2F548,ckr,Epstein-Barr virus-induced G-protein coupled receptor 1,CCR7,1,CID_190,50,CKC2564D535579EF3B,True
CK504571FDBED3D33F,ckr,Epstein-Barr virus-induced gene 3 protein,IL-27β,1,CID_121,50,CK589054BF11155594,True
CK2B6583F04E77CA57,ckr,Epstein-Barr virus-induced molecule 1 ligand chemokine,CCL19,1,CID_19,50,CK08D52E8455C6FB2D,True
CKC2D50B2936CBBC8D,ckr,Erythropoietin,EPO,1,CID_59,50,CKEA706105D2A4E556,True
CKD32A1F87A64C2DAF,ckr,Erythropoietin receptor,EpoR,1,CID_197,50,CKED4A7B7683CA7CF2,True
CKA40E4058370C8C5D,ckr,Eta-1,SPP1,1,CID_148,50,CKC1D6223BB1EAD3B3,True
CKFC531C51AA9D1F92,mygene,Exodus,CCL20,1,6364,40,CKA5219E24E6B07319,True
CK1CD6826A57AD52D6,ckr,F-TCF,HGF,1,CID_65,50,CK01AA93181DDC203F,True
CK6ECDD0757E44DCF4,ckr,FAA3,TGFBR2,1,CID_228,50,CK959B5DA2B657CCFD,True
CK201D7B3280D8012A,mygene,FAM19A1,TAFA1,1,407738,40,CK78EA571510A3C44E,True
CK75A67A0286E05C99,mygene,FAM19A2,TAFA2,1,338811,40,CKDCAB8675FD867224,True
CK6CB9795F449D210D,mygene,FAM19A3,TAFA3,1,284467,40,CK58207966DA1F688B,True
CK87D0FC60FA12D715,mygene,FAM19A4,TAFA4,1,151647,40,CKA55A96779FC89113,True
CK6EE5B2CFC17DB093,mygene,FAM19A5,TAFA5,1,25817,40,CKB45154439436AF54,True
CK8082984215FAB0AC,ckr,FAS,Fas,1,CID_178,50,CK677CCA30C217DD75,True
CK5858336EA1D3BBE3,ckr,FAS1,Fas,1,CID_178,50,CK677CCA30C217DD75,True
CKC289900DB116517A,ckr,FASL,FASLG,1,CID_269,50,CK6D06134F00E46A5B,True
CK6D06134F00E46A5B,ckr,FASLG,FASLG,1,CID_269,50,CK6D06134F00E46A5B,True
CK15F9CE507D4126E4,ckr,FASLG receptor,Fas,1,CID_178,50,CK677CCA30C217DD75,True
CK8AC68B27630792FA,ckr,FASLGPRO-short-label,FASLG,1,CID_269,50,CK6D06134F00E46A5B,True
CK54E2E78FF03CDE6B,ckr,FASPRO-short-label,Fas,1,CID_178,50,CK677CCA30C217DD75,True
CK3EE9D150D3DEE67E,ckr,FASTM,Fas,1,CID_178,50,CK677CCA30C217DD75,True
CK36D0F02C903D7DE1,ckr,FB22,CXCR4,1,CID_234,50,CKB909A938F2C46E85,True
CK6480B22C95E1BE66,ckr,FEO,RANK,1,CID_238,50,CK9DB29E4F410B6176,True
CKFC5CCC29B064F876,ckr,FGF-1,FGF1,1,CID_60,50,CK641B44B2224DCD0E,True
CK09DB48E5D506A5AF,ckr,FGF-2,FGF2,1,CID_61,50,CKC4486E15652210FC,True
CK2C3B196CCD858288,manual,FGF-2,FGF2,1,,20,CKC4486E15652210FC,False
CKC791E147563D1D17,ckr,FGF-alpha,FGF1,1,CID_60,50,CK641B44B2224DCD0E,True
CK961037F2E2823C1E,manual,FGF-β,FGF2,1,,20,CKC4486E15652210FC,True
CK641B44B2224DCD0E,ckr,FGF1,FGF1,1,CID_60,50,CK641B44B2224DCD0E,True
CK439A321A15321036,manual,FGF1,FGF1,1,,20,CK641B44B2224DCD0E,False
CKDCCF133B0C31ED9A,ckr,FGF1 ,FGF1,1,CID_60,50,CK641B44B2224DCD0E,True
CKE23A6A940EB1815B,ckr,FGF1PRO-short-label,FGF1,1,CID_60,50,CK641B44B2224DCD0E,True
CKC4486E15652210FC,ckr,FGF2,FGF2,1,CID_61,50,CKC4486E15652210FC,True
CK973097B350065360,manual,FGF2,FGF2,1,,20,CKC4486E15652210FC,False
CKB07332CC257C23A5,ckr,FGF2 ,FGF2,1,CID_61,50,CKC4486E15652210FC,True
CK1404884B34F63EB2,ckr,FGF2PRO-short-label,FGF2,1,CID_61,50,CKC4486E15652210FC,True
CKFEA2D1A8FBCD94CA,ckr,FGFA,FGF1,1,CID_60,50,CK641B44B2224DCD0E,True
CK6013446D811882C1,ckr,FGFA (RELATED),FGF1,1,CID_60,50,CK641B44B2224DCD0E,True
CK9D6D8CE7A29174AF,ckr,FGFB,FGF2,1,CID_61,50,CKC4486E15652210FC,True
CKA8C9F2224F179A03,manual,FGFB,FGF2,1,,20,CKC4486E15652210FC,False
CK3F25F9DFBCCCE4C6,ckr,FGFB (RELATED),FGF2,1,CID_61,50,CKC4486E15652210FC,True
CK4507C44941206773,manual,FGFβ,FGF2,1,,20,CKC4486E15652210FC,True
CK515DC48803D3C498,ckr,FIC,CCL7,1,CID_33,50,CK4B703956F15D39F2,True
CKF0DF084A9CA18B18,mygene,FIC,CCL7,1,6354,40,CK4B703956F15D39F2,False
CKC3D366A5D972A79C,mygene,FIG1,IL-4I1,1,259307,40,CK823DF21A68D094FE,True
CK64EC32CEB51D3BF2,ckr,FIL1,IL-1δ,1,CID_90,50,CKD095EAACBC292C8A,True
CK08E44782F825242A,mygene,FIL1,IL-36B,1,27177,40,CKD095EAACBC292C8A,False
CK37C11AE94CD6AFD5,mygene,FIL1,IL-36A,1,27179,40,CKD095EAACBC292C8A,False
CK509BFF6FD374E7A1,mygene,FIL1,IL-37,1,27178,40,CKD095EAACBC292C8A,False
CK1F55B6973D491681,ckr,FIL1 delta,IL-1δ,1,CID_90,50,CKD095EAACBC292C8A,True
CK73E3B21D7F048BEA,ckr,FIL1 theta,IL-1 theta,1,CID_92,50,CK118582EA52498BCA,True
CK83AE44D4178F29B3,ckr,FIL1(DELTA),IL-1δ,1,CID_90,50,CKD095EAACBC292C8A,True
CK9D58B6F59625DDF9,mygene,FIL1(EPSILON),IL-36A,1,27179,40,CKCDD436B0ADB5730F,True
CK5035D0F193FA78AA,mygene,FIL1(ZETA),IL-37,1,27178,40,CK358E3E1F84AE86D7,True
CKC3D0DD81473E1C50,mygene,FIL1-(ETA),IL-36B,1,27177,40,CKF5D37223C2C64F55,True
CK667814CC387B05CE,ckr,FIL1-theta,IL-1 theta,1,CID_92,50,CK118582EA52498BCA,True
CK47DF26C7116D0B2D,mygene,FIL1-theta,IL-1F10,1,84639,40,CK118582EA52498BCA,False
CK8D0603E855116307,ckr,FIL1D,IL-1δ,1,CID_90,50,CKD095EAACBC292C8A,True
CK157BACB7E3E6EDA2,mygene,FIL1E,IL-36A,1,27179,40,CKCDD436B0ADB5730F,True
CK2462DEDDA8059DA1,mygene,FIL1H,IL-36B,1,27177,40,CKF5D37223C2C64F55,True
CKEEA9402E4E051727,ckr,FIL1T,IL-1 theta,1,CID_92,50,CK118582EA52498BCA,True
CKE02C362830773D5B,mygene,FIL1Z,IL-37,1,27178,40,CK358E3E1F84AE86D7,True
CKCAA9E975640A66BA,mygene,FILI-(ETA),IL-36B,1,27177,40,CKF5D37223C2C64F55,True
CK68E39B29E21F8F3E,ckr,FIM2,CD115,1,CID_192,50,CKD83B68A09EAEAAC6,True
CK2A977B6B69FE1A56,ckr,FISP,IL-24,1,CID_117,50,CK13AE0B2D6B156ADD,True
CK8FB21205D7DD5A26,mygene,FISP,IL-24,1,11009,40,CK13AE0B2D6B156ADD,False
CK7F8D85262B9D239C,ckr,FIZZ3,RETN,1,CID_153,50,CKAFFE7E2ABAFC4442,True
CK9DDBDF4C4161DB65,ckr,FIZZ3 (RELATED),RETN,1,CID_153,50,CKAFFE7E2ABAFC4442,True
CK1FC269C3F51F59C1,ckr,FKN,CX3CL1,1,CID_36,50,CK5B431130F5A572CB,True
CK5338DFABB264F41A,ckr,FKSG75,IL-1 theta,1,CID_92,50,CK118582EA52498BCA,True
CK77B96C43D773B9CD,mygene,FKSG75,IL-1F10,1,84639,40,CK118582EA52498BCA,False
CKF09BD3085A7806F8,ckr,FL cytokine receptor,Flt-3,1,CID_198,50,CK3F04AD64910CF0B8,True
CKC72B659E4AF95742,ckr,FLK-2,Flt-3,1,CID_198,50,CK3F04AD64910CF0B8,True
CK15D36BF119821122,ckr,FLK2,Flt-3,1,CID_198,50,CK3F04AD64910CF0B8,True
CK2D19DA75C3AF6DD0,ckr,FLT-3,Flt-3,1,CID_198,50,CK3F04AD64910CF0B8,True
CK959EF6E33C62EAB1,ckr,FLT3,Flt-3,1,CID_198,50,CK3F04AD64910CF0B8,True
CK53EAC24E413908E9,ckr,FLT3L,FLT3LG,1,CID_270,50,CKE0F9F349B1CFCD51,True
CKE0F9F349B1CFCD51,ckr,FLT3LG,FLT3LG,1,CID_270,50,CKE0F9F349B1CFCD51,True
CKBA2725D7B699D639,ckr,FMS,CD115,1,CID_192,50,CKD83B68A09EAEAAC6,True
CK742333196D2DC6C6,ckr,FNDC6,IL-20Rb,1,CID_248,50,CK442A23484BDA7E0B,True
CKD35A307A50605624,mygene,FP248,FP248,1,101930072,40,CKD35A307A50605624,True
CKFF349ABFB3DE5CA8,ckr,FPF,CD120a,1,CID_230,50,CKB61EABD14E460984,True
CK9FB55D7963698047,ckr,FPH2,SCF,1,CID_154,50,CK44B1CDC4F76BDF6B,True
CK2D3A8587695B5230,ckr,FSP,CXCL1,1,CID_37,50,CK8EB86F52CB79014E,True
CKBE11468DAEAEA6FB,mygene,FSP,CXCL1,1,2919,40,CK8EB86F52CB79014E,False
CK36E6958000F36EA0,ckr,Family of interleukin 1-theta,IL-1 theta,1,CID_92,50,CK118582EA52498BCA,True
CK677CCA30C217DD75,ckr,Fas,Fas,1,CID_178,50,CK677CCA30C217DD75,True
CK1905417D04B01CF7,ckr,Fas Ligand Protein,FASLG,1,CID_269,50,CK6D06134F00E46A5B,True
CK987A1E93C734DE06,ckr,Fas antigen ligand,FASLG,1,CID_269,50,CK6D06134F00E46A5B,True
CK5FAA5D71F3A2BE8B,ckr,Fas ligand,FASLG,1,CID_269,50,CK6D06134F00E46A5B,True
CK04EF6AB974E5FBEA,ckr,FasL,FASLG,1,CID_269,50,CK6D06134F00E46A5B,True
CK4009A338846FC5B6,cameron,FasL,CD178,1,,30,CK6D06134F00E46A5B,False
CK5BC69E8A78CB89B3,ckr,Fetal liver kinase-2,Flt-3,1,CID_198,50,CK3F04AD64910CF0B8,True
CK52D24DA8682A3D5E,ckr,Fgf-1 (RELATED),FGF1,1,CID_60,50,CK641B44B2224DCD0E,True
CK7095F1B9A3F39908,ckr,Fgf-2 (RELATED),FGF2,1,CID_61,50,CKC4486E15652210FC,True
CK900054391CF26526,ckr,Fibroblast Growth Factor 1,FGF1,1,CID_60,50,CK641B44B2224DCD0E,True
CKDE92289B03D58F99,ckr,Fibroblast Growth Factor 2,FGF2,1,CID_61,50,CKC4486E15652210FC,True
CKE3A82CD37B8446D9,ckr,Fibroblast growth factor 1,FGF1,1,CID_60,50,CK641B44B2224DCD0E,True
CK8F79155C40C509C1,ckr,Fibroblast growth factor 2,FGF2,1,CID_61,50,CKC4486E15652210FC,True
CK16D872217FC3AD90,ckr,Fibroblast interferon,IFN-β,1,CID_81,50,CK43F0C2FBA6152A5F,True
CK920B7CC973AC40C1,ckr,Fibroblast_Growth_Factor-1,FGF1,1,CID_60,50,CK641B44B2224DCD0E,True
