actor,category,cell_id,cell_label,cytokine_id,cytokine_label,num_papers,score,cell_ref_id,cytokine_ref_id
cytokine,Positive,CL_0000084,T cell,CID_58,EGF,1,0.24,,CK92C288C8FB8FFFC8
cytokine,Unknown,CL_0000084,T cell,CID_169,TNFSF14,1,11.09,,CK683096FC1829EFE3
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_160,TGF,1,3.6,CTB574584AD019ABB8,CKC59F8990F767EBD4
cytokine,Negative,CL_0000902,induced T-regulatory cell,CID_110,IL2,1,5.81,CT19D812F7CB34BCF6,CK4D687600656CECF1
cytokine,Positive,CL_0000084,T cell,CID_127,IL32,1,0.63,,CKB73C60C4E71F9E80
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_20,CCL2,1,0.08,,CKCDB807A64FAA7FA0
cell,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_83,IFNG,338,8.88,,CK1B71668FDDECE3CF
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_83,IFNG,236,5.41,,CK1B71668FDDECE3CF
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_110,IL2,113,3.63,,CK4D687600656CECF1
cell,Positive,CL_0000545,T-helper 1 cell,CID_83,IFNG,88,5.01,CTC3A8C3CBC245616A,CK1B71668FDDECE3CF
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_83,IFNG,83,5.06,,CK1B71668FDDECE3CF
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_131,IL4,66,4.72,,CKAD8334A7AD4B4D2F
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_93,IL10,62,3.76,,CK3A3EC71E6A0C53F0
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_110,IL2,60,3.12,CTB574584AD019ABB8,CK4D687600656CECF1
cell,Positive,CL_0000546,T-helper 2 cell,CID_131,IL4,59,15.88,CTE7B12DC660323A0E,CKAD8334A7AD4B4D2F
cell,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_93,IL10,57,7.93,CTB574584AD019ABB8,CK3A3EC71E6A0C53F0
cell,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_110,IL2,57,2.12,,CK4D687600656CECF1
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_95,IL12,56,11.77,CTC3A8C3CBC245616A,CK04FD0805168B608B
cell,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_110,IL2,54,3.92,CTB574584AD019ABB8,CK4D687600656CECF1
cell,Positive,CL_0000899,T-helper 17 cell,CID_102,IL17,53,55.2,CTBFBDE5121B6748D1,CKE8FA6AFDA083A088
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_102,IL17,50,9.71,,CKE8FA6AFDA083A088
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_110,IL2,41,0.9,,CK4D687600656CECF1
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_83,IFNG,39,0.67,,CK1B71668FDDECE3CF
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_110,IL2,39,0.99,,CK4D687600656CECF1
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_83,IFNG,35,1.82,,CK1B71668FDDECE3CF
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_110,IL2,34,5.54,CTB574584AD019ABB8,CK4D687600656CECF1
cell,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_83,IFNG,32,1.52,CTB574584AD019ABB8,CK1B71668FDDECE3CF
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_110,IL2,32,2.4,,CK4D687600656CECF1
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_131,IL4,31,5.47,CTE7B12DC660323A0E,CKAD8334A7AD4B4D2F
cell,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_162,TGFB,30,4.14,CTB574584AD019ABB8,CKC59F8990F767EBD4
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_83,IFNG,28,3.69,CTC3A8C3CBC245616A,CK1B71668FDDECE3CF
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_131,IL4,28,17.28,CTE7B12DC660323A0E,CKAD8334A7AD4B4D2F
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_95,IL12,28,20.24,CTC3A8C3CBC245616A,CK04FD0805168B608B
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_174,TNF,26,0.81,,CK6AF3B987F9CBCC56
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_83,IFNG,26,0.39,,CK1B71668FDDECE3CF
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_100,IL15,25,5.72,,CK6493647A99664309
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_8,CD40LG,24,4.96,,CK5D414D323B3B33D2
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_110,IL2,23,2.0,,CK4D687600656CECF1
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_95,IL12,22,2.76,,CK04FD0805168B608B
cytokine,Positive,CL_0000910,cytotoxic T cell,CID_110,IL2,20,4.73,CT231C4EC31B01615E,CK4D687600656CECF1
cell,Positive,CL_0000912,helper T cell,CID_110,IL2,19,8.59,CTB7DFCED683E6F0A9,CK4D687600656CECF1
cell,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_93,IL10,19,1.34,,CK3A3EC71E6A0C53F0
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_112,IL21,19,7.71,,CKE72A17870C23A2D1
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_83,IFNG,18,0.68,CTC3A8C3CBC245616A,CK1B71668FDDECE3CF
cell,Positive,CL_0000899,T-helper 17 cell,CID_103,IL17A,18,54.04,CTBFBDE5121B6748D1,CKAC161AC6FC8FF1BE
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_131,IL4,18,0.85,,CKAD8334A7AD4B4D2F
cell,Positive,CL_0000910,cytotoxic T cell,CID_83,IFNG,17,4.11,CT231C4EC31B01615E,CK1B71668FDDECE3CF
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_112,IL21,17,5.76,,CKE72A17870C23A2D1
cell,Positive,CL_0000912,helper T cell,CID_102,IL17,17,44.59,CTB7DFCED683E6F0A9,CKE8FA6AFDA083A088
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_162,TGFB,17,1.59,CTB574584AD019ABB8,CKC59F8990F767EBD4
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_95,IL12,16,5.28,,CK04FD0805168B608B
cell,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_102,IL17,16,6.78,CTB574584AD019ABB8,CKE8FA6AFDA083A088
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_95,IL12,16,1.51,,CK04FD0805168B608B
cell,Positive,CL_0000545,T-helper 1 cell,CID_93,IL10,16,2.35,CTC3A8C3CBC245616A,CK3A3EC71E6A0C53F0
cell,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_174,TNF,16,0.58,,CK6AF3B987F9CBCC56
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_93,IL10,15,2.06,,CK3A3EC71E6A0C53F0
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_93,IL10,15,5.23,CTC3A8C3CBC245616A,CK3A3EC71E6A0C53F0
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_133,IL6,15,0.86,,CK88B1F911EB2BA518
cell,Positive,CL_0000813,memory T cell,CID_83,IFNG,15,10.27,CT1C58993C5B5BD3B8,CK1B71668FDDECE3CF
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_162,TGFB,15,5.57,CTB574584AD019ABB8,CKC59F8990F767EBD4
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_93,IL10,14,0.59,,CK3A3EC71E6A0C53F0
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_112,IL21,14,15.9,,CKE72A17870C23A2D1
cytokine,Negative,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_162,TGFB,14,11.2,CTB574584AD019ABB8,CKC59F8990F767EBD4
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_100,IL15,14,10.79,,CK6493647A99664309
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_131,IL4,13,2.14,,CKAD8334A7AD4B4D2F
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_93,IL10,13,1.29,CTC3A8C3CBC245616A,CK3A3EC71E6A0C53F0
cell,Positive,CL_0000815,regulatory T cell,CID_93,IL10,13,10.08,CTB574584AD019ABB8,CK3A3EC71E6A0C53F0
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_95,IL12,13,1.14,,CK04FD0805168B608B
cell,Positive,CL_0000901,Tr1 cell,CID_93,IL10,13,33.83,CT301EB268E263D718,CK3A3EC71E6A0C53F0
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_162,TGFB,13,0.7,,CKC59F8990F767EBD4
cell,Positive,CL_0000545,T-helper 1 cell,CID_110,IL2,12,0.96,CTC3A8C3CBC245616A,CK4D687600656CECF1
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_103,IL17A,12,5.92,,CKAC161AC6FC8FF1BE
cell,Positive,CL_0000546,T-helper 2 cell,CID_83,IFNG,12,0.99,CTE7B12DC660323A0E,CK1B71668FDDECE3CF
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_134,IL7,12,6.71,,CK71243A30A0C2FD97
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_173,TNFSF9,12,21.55,,CK16DB62C0EE32FCFC
cell,Positive,CL_0000814,mature NK T cell,CID_83,IFNG,12,7.2,CT459998F048BE65F2,CK1B71668FDDECE3CF
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_93,IL10,12,0.59,,CK3A3EC71E6A0C53F0
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_93,IL10,12,9.53,CTC3A8C3CBC245616A,CK3A3EC71E6A0C53F0
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_95,IL12,12,4.27,,CK04FD0805168B608B
cell,Positive,CL_0000898,naive T cell,CID_110,IL2,12,7.46,CT591AB86BE24D7A57,CK4D687600656CECF1
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_128,IL33,11,13.53,CTE7B12DC660323A0E,CKF9D7CADC68371C46
cell,Positive,CL_0000911,effector T cell,CID_83,IFNG,11,4.4,CTDD003CDBE64E4F0A,CK1B71668FDDECE3CF
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_93,IL10,11,3.28,CTB574584AD019ABB8,CK3A3EC71E6A0C53F0
cell,Positive,CL_0000546,T-helper 2 cell,CID_93,IL10,11,2.39,CTE7B12DC660323A0E,CK3A3EC71E6A0C53F0
cytokine,Unknown,CL_0000910,cytotoxic T cell,CID_83,IFNG,11,6.31,CT231C4EC31B01615E,CK1B71668FDDECE3CF
cell,Positive,CL_0000545,T-helper 1 cell,CID_102,IL17,11,5.12,CTC3A8C3CBC245616A,CKE8FA6AFDA083A088
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_83,IFNG,11,1.51,,CK1B71668FDDECE3CF
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_131,IL4,10,0.55,,CKAD8334A7AD4B4D2F
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_173,TNFSF9,10,6.16,,CK16DB62C0EE32FCFC
cell,Positive,CL_0002061,T-helper 9 cell,CID_135,IL9,10,1161.35,CT6972E212EE0037B5,CKDF637541D733AD91
cytokine,Unknown,CL_0000899,T-helper 17 cell,CID_102,IL17,10,23.8,CTBFBDE5121B6748D1,CKE8FA6AFDA083A088
cell,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_134,IL7,10,2.78,,CK71243A30A0C2FD97
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_133,IL6,10,0.85,CTB574584AD019ABB8,CK88B1F911EB2BA518
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_83,IFNG,10,1.18,,CK1B71668FDDECE3CF
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_131,IL4,10,4.6,CTC3A8C3CBC245616A,CKAD8334A7AD4B4D2F
cell,Positive,CL_0000815,regulatory T cell,CID_163,TGFB1,10,11.5,CTB574584AD019ABB8,CKC59F8990F767EBD4
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_132,IL5,10,2.13,,CK329D27B3A73EFEB2
cell,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_131,IL4,10,1.05,,CKAD8334A7AD4B4D2F
cell,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_102,IL17,10,2.12,,CKE8FA6AFDA083A088
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_134,IL7,10,2.4,,CK71243A30A0C2FD97
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_134,IL7,10,1.62,,CK71243A30A0C2FD97
cytokine,Negative,CL_0000899,T-helper 17 cell,CID_500,IL27,9,233.6,CTBFBDE5121B6748D1,CK34646D0A81EB75DA
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_93,IL10,9,1.47,CTE7B12DC660323A0E,CK3A3EC71E6A0C53F0
cell,Positive,CL_0000917,Tc1 cell,CID_83,IFNG,9,17.74,CT205A00BF9BAE8E8E,CK1B71668FDDECE3CF
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_95,IL12,9,9.6,CTE7B12DC660323A0E,CK04FD0805168B608B
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_102,IL17,9,3.91,,CKE8FA6AFDA083A088
cytokine,Negative,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_110,IL2,9,3.34,CTB574584AD019ABB8,CK4D687600656CECF1
cell,Positive,CL_0001042,T-helper 22 cell,CID_113,IL22,9,570.26,CT6312BB928ADE8934,CK11E7510FEB7B6A94
cell,Positive,CL_0000546,T-helper 2 cell,CID_132,IL5,8,7.2,CTE7B12DC660323A0E,CK329D27B3A73EFEB2
cytokine,Unknown,CL_0000815,regulatory T cell,CID_110,IL2,8,8.03,CTB574584AD019ABB8,CK4D687600656CECF1
cytokine,Positive,CL_0000901,Tr1 cell,CID_93,IL10,8,14.11,CT301EB268E263D718,CK3A3EC71E6A0C53F0
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_163,TGFB1,8,0.47,,CKC59F8990F767EBD4
cytokine,Negative,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_83,IFNG,8,2.06,CTB574584AD019ABB8,CK1B71668FDDECE3CF
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_110,IL2,8,1.36,,CK4D687600656CECF1
cell,Positive,CL_0000898,naive T cell,CID_131,IL4,8,12.3,CT591AB86BE24D7A57,CKAD8334A7AD4B4D2F
cell,Positive,CL_0000546,T-helper 2 cell,CID_128,IL33,8,14.52,CTE7B12DC660323A0E,CKF9D7CADC68371C46
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_133,IL6,8,0.31,,CK88B1F911EB2BA518
cell,Positive,CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",CID_83,IFNG,8,6.31,CT231C4EC31B01615E,CK1B71668FDDECE3CF
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_93,IL10,8,2.5,,CK3A3EC71E6A0C53F0
cell,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_163,TGFB1,7,1.31,CTB574584AD019ABB8,CKC59F8990F767EBD4
cell,Positive,CL_0000912,helper T cell,CID_83,IFNG,7,2.19,CTB7DFCED683E6F0A9,CK1B71668FDDECE3CF
cell,Positive,CL_0000546,T-helper 2 cell,CID_98,IL13,7,11.76,CTE7B12DC660323A0E,CK6383177863C4EDD6
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_162,TGFB,7,1.22,,CKC59F8990F767EBD4
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_131,IL4,7,0.84,CTC3A8C3CBC245616A,CKAD8334A7AD4B4D2F
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_174,TNF,7,0.6,,CK6AF3B987F9CBCC56
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_108,IL18,7,16.2,CTC3A8C3CBC245616A,CKB7A7BA77BFA19E82
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_93,IL10,7,3.6,CTE7B12DC660323A0E,CK3A3EC71E6A0C53F0
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_133,IL6,7,1.49,CTBFBDE5121B6748D1,CK88B1F911EB2BA518
cytokine,Negative,CL_0000546,T-helper 2 cell,CID_83,IFNG,7,3.11,CTE7B12DC660323A0E,CK1B71668FDDECE3CF
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_108,IL18,7,4.63,CTC3A8C3CBC245616A,CKB7A7BA77BFA19E82
cytokine,Unknown,CL_0000911,effector T cell,CID_83,IFNG,7,6.64,CTDD003CDBE64E4F0A,CK1B71668FDDECE3CF
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_174,TNF,7,0.15,,CK6AF3B987F9CBCC56
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_133,IL6,7,2.37,CTB574584AD019ABB8,CK88B1F911EB2BA518
cell,Positive,CL_0000912,helper T cell,CID_131,IL4,7,6.96,CTB7DFCED683E6F0A9,CKAD8334A7AD4B4D2F
cell,Positive,CL_0000545,T-helper 1 cell,CID_131,IL4,7,1.23,CTC3A8C3CBC245616A,CKAD8334A7AD4B4D2F
cell,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_112,IL21,7,3.58,,CKE72A17870C23A2D1
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_93,IL10,7,1.27,,CK3A3EC71E6A0C53F0
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_128,IL33,6,2.66,,CKF9D7CADC68371C46
cytokine,Negative,CL_0000546,T-helper 2 cell,CID_95,IL12,6,14.59,CTE7B12DC660323A0E,CK04FD0805168B608B
cytokine,Positive,CL_0000899,T-helper 17 cell,CID_102,IL17,6,4.08,CTBFBDE5121B6748D1,CKE8FA6AFDA083A088
cell,Positive,CL_0000911,effector T cell,CID_110,IL2,6,3.46,CTDD003CDBE64E4F0A,CK4D687600656CECF1
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_110,IL2,6,1.19,,CK4D687600656CECF1
cell,Positive,CL_0000909,"CD8-positive, alpha-beta memory T cell",CID_83,IFNG,6,8.4,CT1C58993C5B5BD3B8,CK1B71668FDDECE3CF
cytokine,Positive,CL_0000814,mature NK T cell,CID_95,IL12,6,13.36,CT459998F048BE65F2,CK04FD0805168B608B
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_500,IL27,6,9.06,CTC3A8C3CBC245616A,CK34646D0A81EB75DA
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_63,CSF2,6,0.47,,CKF6FDD69AB8889E23
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_163,TGFB1,6,1.22,,CKC59F8990F767EBD4
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_163,TGFB1,6,0.76,CTB574584AD019ABB8,CKC59F8990F767EBD4
cytokine,Negative,CL_0000546,T-helper 2 cell,CID_131,IL4,6,8.44,CTE7B12DC660323A0E,CKAD8334A7AD4B4D2F
cytokine,Negative,CL_0000910,cytotoxic T cell,CID_110,IL2,6,11.31,CT231C4EC31B01615E,CK4D687600656CECF1
cell,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_130,IL35,6,63.78,CTB574584AD019ABB8,CK3599C9CA466ED669
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_95,IL12,6,13.18,CTC3A8C3CBC245616A,CK04FD0805168B608B
cytokine,Positive,CL_0000815,regulatory T cell,CID_110,IL2,6,2.01,CTB574584AD019ABB8,CK4D687600656CECF1
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_113,IL22,6,6.84,,CK11E7510FEB7B6A94
cell,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_162,TGFB,6,0.44,,CKC59F8990F767EBD4
cell,Positive,CL_0000899,T-helper 17 cell,CID_21,CCL20,6,55.28,CTBFBDE5121B6748D1,CK710AB1626CA61879
cytokine,Negative,CL_0000625,"CD8-positive, alpha-beta T cell",CID_93,IL10,6,2.17,,CK3A3EC71E6A0C53F0
cell,Positive,CL_0000902,induced T-regulatory cell,CID_93,IL10,6,13.78,CT19D812F7CB34BCF6,CK3A3EC71E6A0C53F0
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_162,TGFB,6,0.26,,CKC59F8990F767EBD4
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_163,TGFB1,6,3.1,CTB574584AD019ABB8,CKC59F8990F767EBD4
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_131,IL4,6,2.25,,CKAD8334A7AD4B4D2F
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_38,CXCL10,6,11.51,,CKC45AAE24CED79E33
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_98,IL13,6,23.9,CTE7B12DC660323A0E,CK6383177863C4EDD6
cytokine,Positive,CL_0000910,cytotoxic T cell,CID_83,IFNG,6,0.98,CT231C4EC31B01615E,CK1B71668FDDECE3CF
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_101,IL16,6,8.87,,CKBA64166D539F9EAF
cell,Positive,CL_0000899,T-helper 17 cell,CID_113,IL22,6,28.1,CTBFBDE5121B6748D1,CK11E7510FEB7B6A94
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_163,TGFB1,6,0.51,,CKC59F8990F767EBD4
cytokine,Unknown,CL_0000815,regulatory T cell,CID_93,IL10,6,11.03,CTB574584AD019ABB8,CK3A3EC71E6A0C53F0
cytokine,Unknown,CL_0000910,cytotoxic T cell,CID_110,IL2,6,4.96,CT231C4EC31B01615E,CK4D687600656CECF1
cytokine,Unknown,CL_0000546,T-helper 2 cell,CID_83,IFNG,6,1.17,CTE7B12DC660323A0E,CK1B71668FDDECE3CF
cell,Positive,CL_0000899,T-helper 17 cell,CID_83,IFNG,5,0.6,CTBFBDE5121B6748D1,CK1B71668FDDECE3CF
cytokine,Negative,CL_0000546,T-helper 2 cell,CID_93,IL10,5,5.86,CTE7B12DC660323A0E,CK3A3EC71E6A0C53F0
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_8,CD40LG,5,0.67,,CK5D414D323B3B33D2
cytokine,Unknown,CL_0000899,T-helper 17 cell,CID_133,IL6,5,3.72,CTBFBDE5121B6748D1,CK88B1F911EB2BA518
cytokine,Unknown,CL_0000899,T-helper 17 cell,CID_162,TGFB,5,4.12,CTBFBDE5121B6748D1,CKC59F8990F767EBD4
cell,Positive,CL_0000545,T-helper 1 cell,CID_162,TGFB,5,0.81,CTC3A8C3CBC245616A,CKC59F8990F767EBD4
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_100,IL15,5,2.48,CTB574584AD019ABB8,CK6493647A99664309
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_100,IL15,5,1.14,,CK6493647A99664309
cytokine,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_114,IL23,5,4.09,,CKA2BE5C136630E4D6
cytokine,Negative,CL_0000545,T-helper 1 cell,CID_131,IL4,5,4.76,CTC3A8C3CBC245616A,CKAD8334A7AD4B4D2F
cytokine,Negative,CL_0000624,"CD4-positive, alpha-beta T cell",CID_134,IL7,5,5.88,,CK71243A30A0C2FD97
cell,Positive,CL_0000899,T-helper 17 cell,CID_93,IL10,5,1.58,CTBFBDE5121B6748D1,CK3A3EC71E6A0C53F0
cytokine,Unknown,CL_0000625,"CD8-positive, alpha-beta T cell",CID_131,IL4,5,1.14,,CKAD8334A7AD4B4D2F
cell,Positive,CL_0000624,"CD4-positive, alpha-beta T cell",CID_63,CSF2,5,0.5,,CKF6FDD69AB8889E23
cell,Positive,CL_0002038,T follicular helper cell,CID_112,IL21,5,202.47,CTE9F6070561C95355,CKE72A17870C23A2D1
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_67,IFNA,5,0.73,,CK25659B0B8E5228FC
cytokine,Positive,CL_0000546,T-helper 2 cell,CID_118,IL25,5,30.31,CTE7B12DC660323A0E,CK947710402870798D
cell,Positive,CL_0000814,mature NK T cell,CID_131,IL4,5,9.51,CT459998F048BE65F2,CKAD8334A7AD4B4D2F
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_62,CSF3,5,0.82,CTB574584AD019ABB8,CK42C846A199F37E97
cytokine,Positive,CL_0000625,"CD8-positive, alpha-beta T cell",CID_500,IL27,5,3.44,,CK34646D0A81EB75DA
cell,Positive,CL_0000902,induced T-regulatory cell,CID_162,TGFB,5,10.81,CT19D812F7CB34BCF6,CKC59F8990F767EBD4
cytokine,Unknown,CL_0000911,effector T cell,CID_93,IL10,5,12.52,CTDD003CDBE64E4F0A,CK3A3EC71E6A0C53F0
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_110,IL2,5,0.27,CTC3A8C3CBC245616A,CK4D687600656CECF1
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_83,IFNG,5,0.16,CTB574584AD019ABB8,CK1B71668FDDECE3CF
cytokine,Positive,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_93,IL10,5,0.43,CTB574584AD019ABB8,CK3A3EC71E6A0C53F0
cytokine,Positive,CL_0000545,T-helper 1 cell,CID_97,IL12B,5,22.07,CTC3A8C3CBC245616A,CKD6BBF85965B183D0
cytokine,Unknown,CL_0000545,T-helper 1 cell,CID_110,IL2,5,0.95,CTC3A8C3CBC245616A,CK4D687600656CECF1
cytokine,Unknown,CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CID_83,IFNG,5,0.57,CTB574584AD019ABB8,CK1B71668FDDECE3CF
cytokine,Positive,CL_0000815,regulatory T cell,CID_93,IL10,5,2.63,CTB574584AD019ABB8,CK3A3EC71E6A0C53F0
cytokine,Unknown,CL_0000624,"CD4-positive, alpha-beta T cell",CID_100,IL15,5,3.32,,CK6493647A99664309
