id,src,sym,lbl,spid,extid,prefid
CKDCE97795A12FF9F7,manual,CSF-3,CSF3,1,,CK42C846A199F37E97
CK42BF5461CB51EA2C,mygene,CX3CL1,CX3CL1,1,6376,CK42BF5461CB51EA2C
CKCEA26F1382FBD5C6,mygene,C-X3-C motif chemokine ligand 1,CX3CL1,1,6376,CK42BF5461CB51EA2C
CK946D382AF57D3E45,mygene,ABCD-3,CX3CL1,1,6376,CK42BF5461CB51EA2C
CK66CA051166E24B15,mygene,C3Xkine,CX3CL1,1,6376,CK42BF5461CB51EA2C
CK29E00A5C59A014F6,mygene,CXC3,CX3CL1,1,6376,CK42BF5461CB51EA2C
CKD1E239217B2B25BE,mygene,CXC3C,CX3CL1,1,6376,CK42BF5461CB51EA2C
CK84FBF7325B55CEE8,mygene,NTN,CX3CL1,1,6376,CK42BF5461CB51EA2C
CK9CC69B5218307096,mygene,NTT,CX3CL1,1,6376,CK42BF5461CB51EA2C
CK53BD5D1D3CDD5B72,mygene,SCYD1,CX3CL1,1,6376,CK42BF5461CB51EA2C
CK67D057C7DA75CA78,mygene,fractalkine,CX3CL1,1,6376,CK42BF5461CB51EA2C
CK772576C3BCB0323C,mygene,neurotactin,CX3CL1,1,6376,CK42BF5461CB51EA2C
CK6EEBE4EC0C27F95F,mygene,CXCL1,CXCL1,1,2919,CK6EEBE4EC0C27F95F
CK995A3143B818C85E,mygene,C-X-C motif chemokine ligand 1,CXCL1,1,2919,CK6EEBE4EC0C27F95F
CKBE11468DAEAEA6FB,mygene,FSP,CXCL1,1,2919,CK6EEBE4EC0C27F95F
CK1A6715EAE894FD2E,mygene,GRO1,CXCL1,1,2919,CK6EEBE4EC0C27F95F
CK9527E6FE65F85935,mygene,GROa,CXCL1,1,2919,CK6EEBE4EC0C27F95F
CK0CCF03F837CFE00E,mygene,MGSA,CXCL1,1,2919,CK6EEBE4EC0C27F95F
CKE8D4817B4B52D7A1,mygene,MGSA-a,CXCL1,1,2919,CK6EEBE4EC0C27F95F
CKC4579E013FE3F115,mygene,NAP-3,CXCL1,1,2919,CK6EEBE4EC0C27F95F
CK6D2CB40571F03BF0,mygene,SCYB1,CXCL1,1,2919,CK6EEBE4EC0C27F95F
CKC45AAE24CED79E33,mygene,CXCL10,CXCL10,1,3627,CKC45AAE24CED79E33
CKA75910A2BA681198,mygene,C-X-C motif chemokine ligand 10,CXCL10,1,3627,CKC45AAE24CED79E33
CKBD1C58AB356A5491,mygene,IFI10,CXCL10,1,3627,CKC45AAE24CED79E33
CK6939915B34573249,mygene,INP10,CXCL10,1,3627,CKC45AAE24CED79E33
CK53DD073FAE69D84F,mygene,IP-10,CXCL10,1,3627,CKC45AAE24CED79E33
CK6FDEA3E887C61539,mygene,SCYB10,CXCL10,1,3627,CKC45AAE24CED79E33
CK2D7999519F870535,mygene,crg-2,CXCL10,1,3627,CKC45AAE24CED79E33
CK3A199F946461D315,mygene,gIP-10,CXCL10,1,3627,CKC45AAE24CED79E33
CK1FD70FC6DC6C94F9,mygene,mob-1,CXCL10,1,3627,CKC45AAE24CED79E33
CK199155D296DC9E22,mygene,CXCL11,CXCL11,1,6373,CK199155D296DC9E22
CK98EC23DFB14B76E4,mygene,C-X-C motif chemokine ligand 11,CXCL11,1,6373,CK199155D296DC9E22
CK092A85CC46EB4493,mygene,H174,CXCL11,1,6373,CK199155D296DC9E22
CK9ED2FCC1C54132F5,mygene,I-TAC,CXCL11,1,6373,CK199155D296DC9E22
CK34086B2519EAC645,mygene,IP-9,CXCL11,1,6373,CK199155D296DC9E22
CKE594826A480AE7BD,mygene,IP9,CXCL11,1,6373,CK199155D296DC9E22
CK574BB45DE73E4B65,mygene,SCYB11,CXCL11,1,6373,CK199155D296DC9E22
CK0A756EF0F44DD4C6,mygene,SCYB9B,CXCL11,1,6373,CK199155D296DC9E22
CK4A87F069E20D6264,mygene,b-R1,CXCL11,1,6373,CK199155D296DC9E22
CKF44FAAE0BD64C34C,mygene,CXCL12,CXCL12,1,6387,CKF44FAAE0BD64C34C
CK33805B1A08A73F44,mygene,C-X-C motif chemokine ligand 12,CXCL12,1,6387,CKF44FAAE0BD64C34C
CK5EFAD377D90948F5,mygene,IRH,CXCL12,1,6387,CKF44FAAE0BD64C34C
CK4851301A0B811D7D,mygene,PBSF,CXCL12,1,6387,CKF44FAAE0BD64C34C
CK3CB690BECC09ED1F,mygene,SCYB12,CXCL12,1,6387,CKF44FAAE0BD64C34C
CK1602B1B624F66039,mygene,SDF1,CXCL12,1,6387,CKF44FAAE0BD64C34C
CK763BD922F60EE16C,mygene,TLSF,CXCL12,1,6387,CKF44FAAE0BD64C34C
CK36034793F9B47EA6,mygene,TPAR1,CXCL12,1,6387,CKF44FAAE0BD64C34C
CKAF088D9A9E3E4FEC,mygene,CXCL13,CXCL13,1,10563,CKAF088D9A9E3E4FEC
CKAC3FC798130AD35A,mygene,C-X-C motif chemokine ligand 13,CXCL13,1,10563,CKAF088D9A9E3E4FEC
CK82C23E9C9E0063B7,mygene,ANGIE,CXCL13,1,10563,CKAF088D9A9E3E4FEC
CKF4EE7B9DBE824B58,mygene,ANGIE2,CXCL13,1,10563,CKAF088D9A9E3E4FEC
CKE0F46DE1D73F65BE,mygene,BCA-1,CXCL13,1,10563,CKAF088D9A9E3E4FEC
CK42E1CBE9322FD44B,mygene,BCA1,CXCL13,1,10563,CKAF088D9A9E3E4FEC
CK11ECF56C82D1398A,mygene,BLC,CXCL13,1,10563,CKAF088D9A9E3E4FEC
CKBA2501312C8CA153,mygene,BLR1L,CXCL13,1,10563,CKAF088D9A9E3E4FEC
CK5D9D67C1F9D60897,mygene,SCYB13,CXCL13,1,10563,CKAF088D9A9E3E4FEC
CKCFC7E8E53181A792,mygene,CXCL14,CXCL14,1,9547,CKCFC7E8E53181A792
CKB53F886F16688DA2,mygene,C-X-C motif chemokine ligand 14,CXCL14,1,9547,CKCFC7E8E53181A792
CK257BEA43F9422B45,mygene,BMAC,CXCL14,1,9547,CKCFC7E8E53181A792
CKC47806E36C112244,mygene,BRAK,CXCL14,1,9547,CKCFC7E8E53181A792
CK826611B8E1B6AE3C,mygene,KEC,CXCL14,1,9547,CKCFC7E8E53181A792
CKB53F3EBE3201BC4B,mygene,KS1,CXCL14,1,9547,CKCFC7E8E53181A792
CKD12E71682F56F930,mygene,MIP-2g,CXCL14,1,9547,CKCFC7E8E53181A792
CK6E1E897AF4361FB0,mygene,MIP2G,CXCL14,1,9547,CKCFC7E8E53181A792
CKED8659263E0F47BC,mygene,NJAC,CXCL14,1,9547,CKCFC7E8E53181A792
CK1ADE0518DB7756CD,mygene,SCYB14,CXCL14,1,9547,CKCFC7E8E53181A792
CKAFD6401FD8769266,mygene,CXCL16,CXCL16,1,58191,CKAFD6401FD8769266
CK6DFCAE1DF28C7641,mygene,C-X-C motif chemokine ligand 16,CXCL16,1,58191,CKAFD6401FD8769266
CK5761880A3A9931ED,mygene,CXCLG16,CXCL16,1,58191,CKAFD6401FD8769266
CKA41AEBEFAD4E4D32,mygene,SR-PSOX,CXCL16,1,58191,CKAFD6401FD8769266
CK0E760DFA782AD358,mygene,SRPSOX,CXCL16,1,58191,CKAFD6401FD8769266
CKBB48FB3646DFD26F,mygene,CXCL17,CXCL17,1,284340,CKBB48FB3646DFD26F
CKCE05653E5E39973C,mygene,C-X-C motif chemokine ligand 17,CXCL17,1,284340,CKBB48FB3646DFD26F
CKF1FB96F437DB4728,mygene,DMC,CXCL17,1,284340,CKBB48FB3646DFD26F
CKAC8FDCB1F8308015,mygene,Dcip1,CXCL17,1,284340,CKBB48FB3646DFD26F
CK84EF3EDB984648CB,mygene,UNQ473,CXCL17,1,284340,CKBB48FB3646DFD26F
CKDFF426F858D112AF,mygene,VCC-1,CXCL17,1,284340,CKBB48FB3646DFD26F
CK1D442E7E9A0BF3F2,mygene,VCC1,CXCL17,1,284340,CKBB48FB3646DFD26F
CKDA5EC1C94E06DA9C,mygene,CXCL2,CXCL2,1,2920,CKDA5EC1C94E06DA9C
CKB8CC35C22FAAD611,mygene,C-X-C motif chemokine ligand 2,CXCL2,1,2920,CKDA5EC1C94E06DA9C
CKD96EE6A32813CAB6,mygene,CINC-2a,CXCL2,1,2920,CKDA5EC1C94E06DA9C
CKECA869247211F57C,mygene,GRO2,CXCL2,1,2920,CKDA5EC1C94E06DA9C
CKE9D2F5642D450320,mygene,GROb,CXCL2,1,2920,CKDA5EC1C94E06DA9C
CK17A73B5FE27E9039,mygene,MGSA-b,CXCL2,1,2920,CKDA5EC1C94E06DA9C
CKC972705DE4E82E4B,mygene,MIP-2a,CXCL2,1,2920,CKDA5EC1C94E06DA9C
CKB243D88AEA1023FF,mygene,MIP2,CXCL2,1,2920,CKDA5EC1C94E06DA9C
CK3E596B17382A6D41,mygene,MIP2A,CXCL2,1,2920,CKDA5EC1C94E06DA9C
CKF19E22699A06D3C4,mygene,SCYB2,CXCL2,1,2920,CKDA5EC1C94E06DA9C
CK46394F1798A264BB,mygene,CXCL3,CXCL3,1,2921,CK46394F1798A264BB
CKB675B639827DFFE8,mygene,C-X-C motif chemokine ligand 3,CXCL3,1,2921,CK46394F1798A264BB
CKE1643CB0022E3D44,mygene,CINC-2b,CXCL3,1,2921,CK46394F1798A264BB
CK1490636E3311E9CE,mygene,GRO3,CXCL3,1,2921,CK46394F1798A264BB
CK44A5F1EA7E1684AA,mygene,GROg,CXCL3,1,2921,CK46394F1798A264BB
CKE7290E9C55CA7DF7,mygene,MIP-2b,CXCL3,1,2921,CK46394F1798A264BB
CK707BA6D61B411632,mygene,MIP2B,CXCL3,1,2921,CK46394F1798A264BB
CKEA35CB7E6CD65008,mygene,SCYB3,CXCL3,1,2921,CK46394F1798A264BB
CK258F7573F98E40CA,manual,CXCL4,CXCL4,1,,CK258F7573F98E40CA
CK2889FB46F6EE53A7,manual,PF4,CXCL4,1,,CK258F7573F98E40CA
CK4A6A5B2A407BB1EB,manual,PF-4,CXCL4,1,,CK258F7573F98E40CA
CKEBC911F2F206F5A3,manual,platelet factor 4,CXCL4,1,,CK258F7573F98E40CA
CK33E148046F6AB9C2,manual,SCYB4,CXCL4,1,,CK258F7573F98E40CA
CKC5BA2AE73C60A660,mygene,CXCL5,CXCL5,1,6374,CKC5BA2AE73C60A660
CK51381C466311FCEF,mygene,C-X-C motif chemokine ligand 5,CXCL5,1,6374,CKC5BA2AE73C60A660
CK053C198C021F0779,mygene,ENA-78,CXCL5,1,6374,CKC5BA2AE73C60A660
CKEA7DD20696833845,mygene,SCYB5,CXCL5,1,6374,CKC5BA2AE73C60A660
CK344D3221E2E351E6,mygene,CXCL6,CXCL6,1,6372,CK344D3221E2E351E6
CKAFB6296E2E832C16,mygene,C-X-C motif chemokine ligand 6,CXCL6,1,6372,CK344D3221E2E351E6
CK129ECCF142DB9884,mygene,CKA-3,CXCL6,1,6372,CK344D3221E2E351E6
CK043FEFBB1BE5BCA8,mygene,GCP-2,CXCL6,1,6372,CK344D3221E2E351E6
CK883B157AB2D2D375,mygene,GCP2,CXCL6,1,6372,CK344D3221E2E351E6
CK5277094DCD994CE5,mygene,SCYB6,CXCL6,1,6372,CK344D3221E2E351E6
CKD9AE00AB86E878F0,manual,CXCL7,CXCL7,1,,CKD9AE00AB86E878F0
CK17DD5CE593FA2C3A,manual,PPBP,CXCL7,1,,CKD9AE00AB86E878F0
CK431C6CE79EBDCE77,manual,pro-platelet basic protein,CXCL7,1,,CKD9AE00AB86E878F0
CKA303799E1A23BD8A,manual,B-TG1,CXCL7,1,,CKD9AE00AB86E878F0
CK83E4D0CB231F544D,manual,β-TG,CXCL7,1,,CKD9AE00AB86E878F0
CK58096F4C0F74908C,mygene,CXCL8,CXCL8,1,3576,CK58096F4C0F74908C
CK4516E16CC66EDF9C,mygene,C-X-C motif chemokine ligand 8,CXCL8,1,3576,CK58096F4C0F74908C
CK7E7A06395783FB4A,mygene,GCP-1,CXCL8,1,3576,CK58096F4C0F74908C
CKDED4C839C2F07DB5,mygene,GCP1,CXCL8,1,3576,CK58096F4C0F74908C
CK794AD9659860B25B,mygene,IL8,CXCL8,1,3576,CK58096F4C0F74908C
CK9576CC4B4F83DBB5,mygene,LECT,CXCL8,1,3576,CK58096F4C0F74908C
CK6C8A7CD9E3316671,mygene,LUCT,CXCL8,1,3576,CK58096F4C0F74908C
CK1B217F7338B5B060,mygene,LYNAP,CXCL8,1,3576,CK58096F4C0F74908C
CK315EF78C341AA630,mygene,MDNCF,CXCL8,1,3576,CK58096F4C0F74908C
CKF212F49A0D0896AE,mygene,MONAP,CXCL8,1,3576,CK58096F4C0F74908C
CK26464AB3DF5663E9,mygene,NAF,CXCL8,1,3576,CK58096F4C0F74908C
CK7093F17052FE12D4,mygene,NAP-1,CXCL8,1,3576,CK58096F4C0F74908C
CKCD264FF88CBDD6D7,mygene,NAP1,CXCL8,1,3576,CK58096F4C0F74908C
CK4A507F3E76F47218,mygene,CXCL9,CXCL9,1,4283,CK4A507F3E76F47218
CK2D2596F4116A87E9,mygene,C-X-C motif chemokine ligand 9,CXCL9,1,4283,CK4A507F3E76F47218
CK4243C350C01869CB,mygene,CMK,CXCL9,1,4283,CK4A507F3E76F47218
CKD6DEB0ED5038DFF7,mygene,Humig,CXCL9,1,4283,CK4A507F3E76F47218
CKA8596CF9B10EB936,mygene,MIG,CXCL9,1,4283,CK4A507F3E76F47218
CK6A27FE9549EFC729,mygene,SCYB9,CXCL9,1,4283,CK4A507F3E76F47218
CK8B349D57179343E5,mygene,crg-10,CXCL9,1,4283,CK4A507F3E76F47218
CK6330B83CEA407C19,manual,EBI3,EBI3,1,,CK6330B83CEA407C19
CK92C288C8FB8FFFC8,manual,EGF,EGF,1,,CK92C288C8FB8FFFC8
CK80CDA1FEF82B4AB9,manual,epidermal growth factor,EGF,1,,CK92C288C8FB8FFFC8
CK90B694D572AE6689,manual,EPO,EPO,1,,CK90B694D572AE6689
CKB3E7805EDC266CC2,manual,erythropoietin,EPO,1,,CK90B694D572AE6689
CKB546511E1B982E7C,manual,MVCD2,EPO,1,,CK90B694D572AE6689
CKB53C9BE6282BB6D4,manual,ECYT5,EPO,1,,CK90B694D572AE6689
CK68208BC7FF7777B2,manual,hematopoietin,EPO,1,,CK90B694D572AE6689
CK9D50970C6EED88CD,manual,hemopoietin,EPO,1,,CK90B694D572AE6689
CK439A321A15321036,manual,FGF1,FGF1,1,,CK439A321A15321036
CK722007EC600F7961,manual,acidic fibroblast growth factor,FGF1,1,,CK439A321A15321036
CKEA67A72034BD8BC4,manual,fibroblast growth factor 1,FGF1,1,,CK439A321A15321036
CK4F60E864475F0FCE,manual,HBGF1,FGF1,1,,CK439A321A15321036
CK24E090728DB20814,manual,HBGF-1,FGF1,1,,CK439A321A15321036
CK9DBC4A5C7483B8BE,manual,aFGF,FGF1,1,,CK439A321A15321036
CK973097B350065360,manual,FGF2,FGF2,1,,CK973097B350065360
CK2C3B196CCD858288,manual,FGF-2,FGF2,1,,CK973097B350065360
CKA8C9F2224F179A03,manual,FGFB,FGF2,1,,CK973097B350065360
CK80EF6C013F0364AA,manual,HBGF-2,FGF2,1,,CK973097B350065360
CKDC6B9B463F221CA8,manual,fibroblast growth factor 2,FGF2,1,,CK973097B350065360
CK13A555EE9A542762,manual,basic fibroblast growth factor,FGF2,1,,CK973097B350065360
CK3E1DDB90EFC32819,manual,bFGF,FGF2,1,,CK973097B350065360
CK961037F2E2823C1E,manual,FGF-β,FGF2,1,,CK973097B350065360
CK4507C44941206773,manual,FGFβ,FGF2,1,,CK973097B350065360
CKD35A307A50605624,mygene,FP248,FP248,1,101930072,CKD35A307A50605624
CKE515A7DFBF18C69B,mygene,Putative chemokine-related protein FP248,FP248,1,101930072,CKD35A307A50605624
CKF64AD64BF8EDB65E,cameron,G-CSF,G-CSF,1,,CKF64AD64BF8EDB65E
CK9EDD55E5D13F8F01,cameron,CSF-3,G-CSF,1,,CKF64AD64BF8EDB65E
CK3EF0375B89308923,manual,GDF15,GDF15,1,,CK3EF0375B89308923
CKCAEAEF3466422B8B,manual,GDF-15,GDF15,1,,CK3EF0375B89308923
CKC83370932574FBE2,cameron,GITRL,GITRL,1,,CKC83370932574FBE2
CKDB9C54891C4CB463,cameron,GM-CSF,GM-CSF,1,,CKDB9C54891C4CB463
CK414D24D2F6772F4E,cameron,CSF-2,GM-CSF,1,,CKDB9C54891C4CB463
CKD4241FA5448F0A33,manual,IFN-1,IFN-1,1,,CKD4241FA5448F0A33
CK7A1F1C1CBCA02FE6,manual,IFN1,IFN-1,1,,CKD4241FA5448F0A33
CKCAA5121F1085DC47,manual,type I interferons,IFN-1,1,,CKD4241FA5448F0A33
CK897C8746E872B112,manual,type 1 interferons,IFN-1,1,,CKD4241FA5448F0A33
CK74AE4F48A369C2E6,manual,type I interferon,IFN-1,1,,CKD4241FA5448F0A33
CKAB22DF2EA23C1A3A,manual,type 1 interferon,IFN-1,1,,CKD4241FA5448F0A33
CK4DC00A5F58D5F3F3,transform,IFN-1,IFN-1,1,,CKD4241FA5448F0A33
CK7A395CEAB9A0901F,transform,IFN1,IFN-1,1,,CKD4241FA5448F0A33
CK134105C048CA8A04,transform,(IFN)1,IFN-1,1,,CKD4241FA5448F0A33
CK5DE743B066775BEE,transform,(IFN) 1,IFN-1,1,,CKD4241FA5448F0A33
CK8AD0424A8EC627B3,transform,(IFN)-1,IFN-1,1,,CKD4241FA5448F0A33
CK15BA25C8293E18E1,transform,interferon 1,IFN-1,1,,CKD4241FA5448F0A33
CK6A497C60BD4D2556,transform,interferon-1,IFN-1,1,,CKD4241FA5448F0A33
CK6358EEE6F84067A6,transform,interferon (IFN)-1,IFN-1,1,,CKD4241FA5448F0A33
CKE80F2E68F8741AF2,transform,IFN-IL-28A,IFN-IL-28A,1,,CKE80F2E68F8741AF2
CK89F6A30F82F90808,transform,IFNIL-28A,IFN-IL-28A,1,,CKE80F2E68F8741AF2
CK343D0875F5BCC355,transform,(IFN)IL-28A,IFN-IL-28A,1,,CKE80F2E68F8741AF2
CK6DFF3E1252EEB267,transform,(IFN) IL-28A,IFN-IL-28A,1,,CKE80F2E68F8741AF2
CK0093DA11D8A60AB4,transform,(IFN)-IL-28A,IFN-IL-28A,1,,CKE80F2E68F8741AF2
CK2EB1FF637B0E9CB7,transform,interferon IL-28A,IFN-IL-28A,1,,CKE80F2E68F8741AF2
CK366ED60B5B5E6B16,transform,interferon-IL-28A,IFN-IL-28A,1,,CKE80F2E68F8741AF2
CK1C7A5CBF0D5C69BB,transform,interferon (IFN)-IL-28A,IFN-IL-28A,1,,CKE80F2E68F8741AF2
CK7EDCB9AAA3703FCB,transform,IFN-IL-28B,IFN-IL-28B,1,,CK7EDCB9AAA3703FCB
CK5F56C95A96AAF910,transform,IFNIL-28B,IFN-IL-28B,1,,CK7EDCB9AAA3703FCB
CK2DAB2C71F1901CE0,transform,(IFN)IL-28B,IFN-IL-28B,1,,CK7EDCB9AAA3703FCB
CK032731BBE28F8A6B,transform,(IFN) IL-28B,IFN-IL-28B,1,,CK7EDCB9AAA3703FCB
CK93B547BEA33B1D71,transform,(IFN)-IL-28B,IFN-IL-28B,1,,CK7EDCB9AAA3703FCB
CK383D0852CF2A95A3,transform,interferon IL-28B,IFN-IL-28B,1,,CK7EDCB9AAA3703FCB
CK4BDFA1CE88C78685,transform,interferon-IL-28B,IFN-IL-28B,1,,CK7EDCB9AAA3703FCB
CKCB0A79250DF9B6D8,transform,interferon (IFN)-IL-28B,IFN-IL-28B,1,,CK7EDCB9AAA3703FCB
CKE27427761C7E95C1,transform,IFN-IL-6,IFN-IL-6,1,,CKE27427761C7E95C1
CKF89ED33BC1E2F670,transform,IFNIL-6,IFN-IL-6,1,,CKE27427761C7E95C1
CK20CC510C90E6FA30,transform,(IFN)IL-6,IFN-IL-6,1,,CKE27427761C7E95C1
CK4D2448361C53283E,transform,(IFN) IL-6,IFN-IL-6,1,,CKE27427761C7E95C1
CK64B2D1068AAA72CC,transform,(IFN)-IL-6,IFN-IL-6,1,,CKE27427761C7E95C1
CK80829805444411E9,transform,interferon IL-6,IFN-IL-6,1,,CKE27427761C7E95C1
CK9344DFA879513E7B,transform,interferon-IL-6,IFN-IL-6,1,,CKE27427761C7E95C1
CKA0F90EBB11B424DD,transform,interferon (IFN)-IL-6,IFN-IL-6,1,,CKE27427761C7E95C1
CKE12753E3C9BCBB59,cameron,IFN-α,IFN-α,1,,CKE12753E3C9BCBB59
CK538C6FED6756B2D3,cameron,IFNα,IFN-α,1,,CKE12753E3C9BCBB59
CK25659B0B8E5228FC,transform,IFN-α,IFN-α,1,,CKE12753E3C9BCBB59
CKFE5BF87E94C2F9B4,transform,IFN-alpha,IFN-α,1,,CKE12753E3C9BCBB59
CK7489EB86E31C0628,transform,IFN-a,IFN-α,1,,CKE12753E3C9BCBB59
CKF4823D9301EFF021,transform,IFNα,IFN-α,1,,CKE12753E3C9BCBB59
CKBC0BF7BC48B59D23,transform,IFNalpha,IFN-α,1,,CKE12753E3C9BCBB59
CK04A7F56D91B5FE99,transform,IFNa,IFN-α,1,,CKE12753E3C9BCBB59
CKFE5A0DCB6907997C,transform,(IFN)α,IFN-α,1,,CKE12753E3C9BCBB59
CK94CB6B9F5C91A155,transform,(IFN)alpha,IFN-α,1,,CKE12753E3C9BCBB59
CKB9DB85F1D9226E3D,transform,(IFN)a,IFN-α,1,,CKE12753E3C9BCBB59
CKB85E595F9211DE42,transform,(IFN) α,IFN-α,1,,CKE12753E3C9BCBB59
CKC181415C50C8C01B,transform,(IFN) alpha,IFN-α,1,,CKE12753E3C9BCBB59
CK08FE91CF7B55EB14,transform,(IFN) a,IFN-α,1,,CKE12753E3C9BCBB59
CK6042A917D90D1B3E,transform,(IFN)-α,IFN-α,1,,CKE12753E3C9BCBB59
CKC1FFC1353E7A8AFE,transform,(IFN)-alpha,IFN-α,1,,CKE12753E3C9BCBB59
CKC5A825030335DAF4,transform,(IFN)-a,IFN-α,1,,CKE12753E3C9BCBB59
CK1C394AFE60C333FA,transform,interferon α,IFN-α,1,,CKE12753E3C9BCBB59
CK07796D28EA18E8A1,transform,interferon alpha,IFN-α,1,,CKE12753E3C9BCBB59
CK31AA1D22251972B6,transform,interferon a,IFN-α,1,,CKE12753E3C9BCBB59
CK7C944FE630D4F40E,transform,interferon-α,IFN-α,1,,CKE12753E3C9BCBB59
CKA1A0D54309F6C54C,transform,interferon-alpha,IFN-α,1,,CKE12753E3C9BCBB59
CK615A8898D1D38140,transform,interferon-a,IFN-α,1,,CKE12753E3C9BCBB59
CK8736339312FB734A,transform,interferon (IFN)-α,IFN-α,1,,CKE12753E3C9BCBB59
CK7D7B6884C89D8EDA,transform,interferon (IFN)-alpha,IFN-α,1,,CKE12753E3C9BCBB59
CKB198991DF7B03596,transform,interferon (IFN)-a,IFN-α,1,,CKE12753E3C9BCBB59
CKFC48A62B7C762883,manual,IFN-α1,IFN-α1,1,,CKFC48A62B7C762883
CK5C34E79FB11B4338,transform,IFN-α1,IFN-α1,1,,CKFC48A62B7C762883
CK488AC4F33354EA2C,transform,IFN-alpha1,IFN-α1,1,,CKFC48A62B7C762883
CK9D9B4524A85AD7B1,transform,IFN-a1,IFN-α1,1,,CKFC48A62B7C762883
CKA0BB56076B39D673,transform,IFNα1,IFN-α1,1,,CKFC48A62B7C762883
CK40D1C43CE4272ACE,transform,IFNalpha1,IFN-α1,1,,CKFC48A62B7C762883
CK860B49C002C27188,transform,IFNa1,IFN-α1,1,,CKFC48A62B7C762883
CK62D526D6594F064F,transform,(IFN)α1,IFN-α1,1,,CKFC48A62B7C762883
CK42ABFA0A0DE5EC5C,transform,(IFN)alpha1,IFN-α1,1,,CKFC48A62B7C762883
CK049CA3C689A89BC2,transform,(IFN)a1,IFN-α1,1,,CKFC48A62B7C762883
CKB389305E22ED0F7E,transform,(IFN) α1,IFN-α1,1,,CKFC48A62B7C762883
CK5BD50A84FAD640E2,transform,(IFN) alpha1,IFN-α1,1,,CKFC48A62B7C762883
CKF5372C203D839CE6,transform,(IFN) a1,IFN-α1,1,,CKFC48A62B7C762883
CKDF8570D031189A0B,transform,(IFN)-α1,IFN-α1,1,,CKFC48A62B7C762883
CK5BC1C18D7C9C4758,transform,(IFN)-alpha1,IFN-α1,1,,CKFC48A62B7C762883
CK93BF4AFBDA013FD4,transform,(IFN)-a1,IFN-α1,1,,CKFC48A62B7C762883
CK8C65AE4AA9FBAE40,transform,interferon α1,IFN-α1,1,,CKFC48A62B7C762883
CK45FA635A02A0187F,transform,interferon alpha1,IFN-α1,1,,CKFC48A62B7C762883
CK31281AA8812B24F8,transform,interferon a1,IFN-α1,1,,CKFC48A62B7C762883
CK22913B1F85898F1F,transform,interferon-α1,IFN-α1,1,,CKFC48A62B7C762883
CK566586E42E7C6419,transform,interferon-alpha1,IFN-α1,1,,CKFC48A62B7C762883
CK68EC347F70A77622,transform,interferon-a1,IFN-α1,1,,CKFC48A62B7C762883
CK3CF0BBDD5A68790E,transform,interferon (IFN)-α1,IFN-α1,1,,CKFC48A62B7C762883
CK8FF5D8A34BCDFE47,transform,interferon (IFN)-alpha1,IFN-α1,1,,CKFC48A62B7C762883
CK9DE725923E74023A,transform,interferon (IFN)-a1,IFN-α1,1,,CKFC48A62B7C762883
CKF417FC027D41FEC5,manual,IFN-α2,IFN-α2,1,,CKF417FC027D41FEC5
CKB7821CAABBACB240,transform,IFN-α2,IFN-α2,1,,CKF417FC027D41FEC5
CK86542261DA89DDA7,transform,IFN-alpha2,IFN-α2,1,,CKF417FC027D41FEC5
CKF9C7B13614762B65,transform,IFN-a2,IFN-α2,1,,CKF417FC027D41FEC5
CK4832314200B1C35E,transform,IFNα2,IFN-α2,1,,CKF417FC027D41FEC5
CKFE8ED097F360E7D1,transform,IFNalpha2,IFN-α2,1,,CKF417FC027D41FEC5
CK86152CF4B42D11F0,transform,IFNa2,IFN-α2,1,,CKF417FC027D41FEC5
CKC0C589B0BB0FFCEC,transform,(IFN)α2,IFN-α2,1,,CKF417FC027D41FEC5
CKA397FFA9AF6544BC,transform,(IFN)alpha2,IFN-α2,1,,CKF417FC027D41FEC5
CK7B1339C4B0B102B8,transform,(IFN)a2,IFN-α2,1,,CKF417FC027D41FEC5
CKEC28B0A7C9DCBE90,transform,(IFN) α2,IFN-α2,1,,CKF417FC027D41FEC5
CK337B05DA90DA42E5,transform,(IFN) alpha2,IFN-α2,1,,CKF417FC027D41FEC5
CKBB89F4FB603648A2,transform,(IFN) a2,IFN-α2,1,,CKF417FC027D41FEC5
CK9EB3F3EE7F68DECD,transform,(IFN)-α2,IFN-α2,1,,CKF417FC027D41FEC5
CKBDA86997E496C0AC,transform,(IFN)-alpha2,IFN-α2,1,,CKF417FC027D41FEC5
CKBDCAA8535906CD49,transform,(IFN)-a2,IFN-α2,1,,CKF417FC027D41FEC5
CK1EBB4AD613C7C9EA,transform,interferon α2,IFN-α2,1,,CKF417FC027D41FEC5
CK165699FDA07005ED,transform,interferon alpha2,IFN-α2,1,,CKF417FC027D41FEC5
CKC2908424ED0651FB,transform,interferon a2,IFN-α2,1,,CKF417FC027D41FEC5
CK77B9238D29BD8287,transform,interferon-α2,IFN-α2,1,,CKF417FC027D41FEC5
CK16CDF8FF87AA523A,transform,interferon-alpha2,IFN-α2,1,,CKF417FC027D41FEC5
CKAA813A5E112F403A,transform,interferon-a2,IFN-α2,1,,CKF417FC027D41FEC5
CK2A05CEC4B12DE277,transform,interferon (IFN)-α2,IFN-α2,1,,CKF417FC027D41FEC5
CKC6B57C2EF15EAC37,transform,interferon (IFN)-alpha2,IFN-α2,1,,CKF417FC027D41FEC5
CKF7CAC37526CF2816,transform,interferon (IFN)-a2,IFN-α2,1,,CKF417FC027D41FEC5
